,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas
5,0.954056375,0.954056375,190826,0.0,9174.0,0.95413,200,0,0,1.0,487.28,0.43,447.4304932735426,200,5,KF,rnr,1,200,5.0,3.0
6,0.96460033203125,0.96460033203125,192927,0.0,7073.0,0.964635,200,0,0,1.0,493.435,0.45,464.1162790697674,200,5,KF,rnr,1,200,5.0,3.0
7,0.97349357421875,0.97349357421875,194706,0.0,5294.0,0.97353,200,0,0,1.0,438.76,0.4,413.9377593360996,200,5,KF,rnr,1,200,5.0,3.0
8,0.972775736328125,0.972775736328125,194571,0.0,5429.0,0.972855,200,0,0,1.0,513.715,0.485,472.93364928909955,200,5,KF,rnr,1,200,5.0,3.0
9,0.9329135625,0.9329135625,186598,0.0,13402.0,0.93299,200,0,0,1.0,508.5,0.46,421.8329809725159,200,5,KF,rnr,1,200,5.0,3.0
0,0.94456855859375,0.94456855859375,188917,0.0,11083.0,0.944585,200,0,0,1.0,577.455,0.525,499.0,200,5,KF,rnr,1,200,15.0,5.0
1,0.95439840234375,0.95439840234375,190927,0.0,9073.0,0.954635,200,0,0,1.0,515.245,0.475,459.8294930875576,200,5,KF,rnr,1,200,15.0,5.0
2,0.95814198046875,0.95814198046875,191640,0.0,8360.0,0.9582,200,0,0,1.0,539.8,0.47,467.384074941452,200,5,KF,rnr,1,200,15.0,5.0
3,0.9468539687499999,0.94685396875,189401,0.0,10599.0,0.947005,200,0,0,1.0,580.35,0.54,491.61083743842363,200,5,KF,rnr,1,200,15.0,5.0
4,0.97090371875,0.97090371875,194190,0.0,5810.0,0.97095,200,0,0,1.0,556.41,0.515,500.2531328320802,200,5,KF,rnr,1,200,15.0,5.0
5,0.95448515625,0.95448515625,190902,0.0,9098.0,0.95451,200,0,0,1.0,472.135,0.415,441.4778761061947,200,5,KF,rnr,1,200,15.0,5.0
6,0.9580657890625,0.9580657890625,191633,0.0,8367.0,0.958165,200,0,0,1.0,491.255,0.445,461.962962962963,200,5,KF,rnr,1,200,15.0,5.0
7,0.976813953125,0.976813953125,195368,0.0,4632.0,0.97684,200,0,0,1.0,477.32,0.45,437.5964912280702,200,5,KF,rnr,1,200,15.0,5.0
8,0.978745734375,0.978745734375,195765,0.0,4235.0,0.978825,200,0,0,1.0,513.035,0.48,453.54545454545456,200,5,KF,rnr,1,200,15.0,5.0
9,0.9370555078125,0.9370555078125,187427,0.0,12573.0,0.937135,200,0,0,1.0,507.905,0.46,424.531914893617,200,5,KF,rnr,1,200,15.0,5.0
0,0.9545920703125,0.9545920703125,190927,0.0,9073.0,0.954635,200,0,0,1.0,597.32,0.545,528.1005291005291,200,5,KF,rnr,1,200,50.0,5.0
1,0.944460375,0.944460375,188917,0.0,11083.0,0.944585,200,0,0,1.0,479.225,0.435,430.9654427645788,200,5,KF,rnr,1,200,50.0,5.0
2,0.947285078125,0.947285078125,189482,0.0,10518.0,0.94741,200,0,0,1.0,550.71,0.485,489.19607843137254,200,5,KF,rnr,1,200,50.0,5.0
3,0.944897203125,0.944897203125,189011,0.0,10989.0,0.945055,200,0,0,1.0,551.225,0.515,464.1162790697674,200,5,KF,rnr,1,200,50.0,5.0
4,0.9616671171875,0.9616671171875,192349,0.0,7651.0,0.961745,200,0,0,1.0,547.875,0.51,484.43689320388347,200,5,KF,rnr,1,200,50.0,5.0
5,0.94348294921875,0.94348294921875,188725,0.0,11275.0,0.943625,200,0,0,1.0,475.455,0.415,422.728813559322,200,5,KF,rnr,1,200,50.0,5.0
6,0.94983320703125,0.94983320703125,189992,0.0,10008.0,0.94996,200,0,0,1.0,482.245,0.44,448.438202247191,200,5,KF,rnr,1,200,50.0,5.0
7,0.96247740234375,0.96247740234375,192503,0.0,7497.0,0.962515,200,0,0,1.0,491.61,0.46,469.5882352941176,200,5,KF,rnr,1,200,50.0,5.0
8,0.97146224609375,0.97146224609375,194309,0.0,5691.0,0.971545,200,0,0,1.0,504.105,0.475,464.1162790697674,200,5,KF,rnr,1,200,50.0,5.0
9,0.94937499609375,0.94937499609375,189903,0.0,10097.0,0.949515,200,0,0,1.0,487.465,0.435,401.4144869215292,200,5,KF,rnr,1,200,50.0,5.0
0,0.94468855078125,0.94468855078125,188940,0.0,11060.0,0.9447,200,0,0,1.0,583.64,0.53,497.75311720698255,200,5,KF,rnr,1,200,30.0,10.0
1,0.9581934765625,0.9581934765625,191683,0.0,8317.0,0.958415,200,0,0,1.0,508.16,0.465,431.9004329004329,200,5,KF,rnr,1,200,30.0,10.0
2,0.95831698046875,0.95831698046875,191675,0.0,8325.0,0.958375,200,0,0,1.0,544.58,0.475,466.2897196261682,200,5,KF,rnr,1,200,30.0,10.0
3,0.94579290234375,0.94579290234375,189187,0.0,10813.0,0.945935,200,0,0,1.0,577.07,0.535,484.43689320388347,200,5,KF,rnr,1,200,30.0,10.0
4,0.9709854296875,0.9709854296875,194208,0.0,5792.0,0.97104,200,0,0,1.0,556.415,0.515,500.2531328320802,200,5,KF,rnr,1,200,30.0,10.0
5,0.95448515625,0.95448515625,190902,0.0,9098.0,0.95451,200,0,0,1.0,472.135,0.415,441.4778761061947,200,5,KF,rnr,1,200,30.0,10.0
6,0.9580457890625,0.9580457890625,191629,0.0,8371.0,0.958145,200,0,0,1.0,490.645,0.445,463.0371229698376,200,5,KF,rnr,1,200,30.0,10.0
7,0.976463953125,0.976463953125,195298,0.0,4702.0,0.97649,200,0,0,1.0,467.915,0.44,427.2655246252677,200,5,KF,rnr,1,200,30.0,10.0
8,0.978735736328125,0.978735736328125,195763,0.0,4237.0,0.978815,200,0,0,1.0,510.18,0.48,454.58086560364467,200,5,KF,rnr,1,200,30.0,10.0
9,0.9370689609375,0.9370689609375,187430,0.0,12570.0,0.93715,200,0,0,1.0,507.89,0.46,420.9409282700422,200,5,KF,rnr,1,200,30.0,10.0
0,0.941839890625,0.941839890625,188371,0.0,11629.0,0.941855,200,0,0,1.0,520.22,0.465,443.44444444444446,200,5,KF,rnr,1,200,15.0,10.0
1,0.9459583828125,0.9459583828125,189218,0.0,10782.0,0.94609,200,0,0,1.0,468.39,0.42,412.22314049586777,200,5,KF,rnr,1,200,15.0,10.0
2,0.95088312890625,0.95088312890625,190185,0.0,9815.0,0.950925,200,0,0,1.0,492.625,0.43,451.4886877828054,200,5,KF,rnr,1,200,15.0,10.0
3,0.9342419140625,0.9342419140625,186884,0.0,13116.0,0.93442,200,0,0,1.0,602.725,0.555,538.0835579514825,200,5,KF,rnr,1,200,15.0,10.0
4,0.9617261328125,0.9617261328125,192359,0.0,7641.0,0.961795,200,0,0,1.0,497.4,0.455,449.45045045045043,200,5,KF,rnr,1,200,15.0,10.0
5,0.95131575390625,0.95131575390625,190275,0.0,9725.0,0.951375,200,0,0,1.0,475.605,0.42,433.7826086956522,200,5,KF,rnr,1,200,15.0,10.0
6,0.96431228125,0.96431228125,192873,0.0,7127.0,0.964365,200,0,0,1.0,484.415,0.445,455.62100456621005,200,5,KF,rnr,1,200,15.0,10.0
7,0.973487564453125,0.973487564453125,194706,0.0,5294.0,0.97353,200,0,0,1.0,436.725,0.4,407.9979550102249,200,5,KF,rnr,1,200,15.0,10.0
8,0.968035736328125,0.968035736328125,193623,0.0,6377.0,0.968115,200,0,0,1.0,493.24,0.465,454.58086560364467,200,5,KF,rnr,1,200,15.0,10.0
9,0.93787205859375,0.93787205859375,187589,0.0,12411.0,0.937945,200,0,0,1.0,501.165,0.45,403.04040404040404,200,5,KF,rnr,1,200,15.0,10.0
0,0.96114490625,0.96114490625,192238,0.0,7762.0,0.96119,200,0,0,1.0,616.285,0.565,521.1932114882507,200,5,KF,rnr,1,200,50.0,10.0
1,0.9544791835937501,0.95447918359375,190921,0.0,9079.0,0.954605,200,0,0,1.0,530.005,0.49,448.438202247191,200,5,KF,rnr,1,200,50.0,10.0
2,0.95716263671875,0.95716263671875,191447,0.0,8553.0,0.957235,200,0,0,1.0,546.82,0.48,491.61083743842363,200,5,KF,rnr,1,200,50.0,10.0
3,0.94499910546875,0.94499910546875,189030,0.0,10970.0,0.94515,200,0,0,1.0,582.865,0.545,480.9277108433735,200,5,KF,rnr,1,200,50.0,10.0
4,0.97068897265625,0.97068897265625,194147,0.0,5853.0,0.970735,200,0,0,1.0,552.495,0.515,504.050505050505,200,5,KF,rnr,1,200,50.0,10.0
5,0.95729526953125,0.95729526953125,191481,0.0,8519.0,0.957405,200,0,0,1.0,486.52,0.43,445.42857142857144,200,5,KF,rnr,1,200,50.0,10.0
6,0.958057109375,0.958057109375,191633,0.0,8367.0,0.958165,200,0,0,1.0,484.665,0.445,451.4886877828054,200,5,KF,rnr,1,200,50.0,10.0
7,0.971228337890625,0.971228337890625,194254,0.0,5746.0,0.97127,200,0,0,1.0,512.625,0.485,474.05938242280286,200,5,KF,rnr,1,200,50.0,10.0
8,0.97658783984375,0.97658783984375,195335,0.0,4665.0,0.976675,200,0,0,1.0,510.51,0.485,455.62100456621005,200,5,KF,rnr,1,200,50.0,10.0
9,0.9406592265625,0.9406592265625,188158,0.0,11842.0,0.94079,200,0,0,1.0,523.895,0.475,433.7826086956522,200,5,KF,rnr,1,200,50.0,10.0
0,0.95339815625,0.9393085283251231,190694,796.0,9306.0,0.9496902328731648,200,0,3,0.9852216748768473,398.51231527093597,0.3497536945812808,372.8317757009346,200,7,KF,rnr,1,100,5.0,3.0
1,0.941359734375,0.9095263134057971,188281,739.0,11719.0,0.9379393142339058,200,0,7,0.966183574879227,436.3768115942029,0.38164251207729466,411.37113402061857,200,7,KF,rnr,1,100,5.0,3.0
2,0.930637953125,0.8948441856971154,186138,2345.0,13862.0,0.9199041241444068,200,0,8,0.9615384615384616,410.11538461538464,0.3317307692307692,361.3188405797101,200,7,KF,rnr,1,100,5.0,3.0
3,0.96118335546875,0.9110742705864929,192257,1608.0,7743.0,0.9536179119876196,200,0,11,0.9478672985781991,429.5308056872038,0.36492890995260663,407.16326530612247,200,7,KF,rnr,1,100,5.0,3.0
4,0.9324599609374999,0.9053009329490291,186499,1338.0,13501.0,0.926298065938869,200,0,6,0.970873786407767,424.20873786407765,0.36893203883495146,378.5066413662239,200,7,KF,rnr,1,100,5.0,3.0
5,0.916262953125,0.8810220703125,183257,2388.0,16743.0,0.905473644682491,200,0,8,0.9615384615384616,340.8557692307692,0.27884615384615385,376.35849056603774,200,7,KF,rnr,1,100,5.0,3.0
6,0.9341013125,0.9068944781553399,186834,1420.0,13166.0,0.9275841525171283,200,0,6,0.970873786407767,353.7135922330097,0.2766990291262136,359.36036036036035,200,7,KF,rnr,1,100,5.0,3.0
7,0.928220625,0.8925198317307692,185654,1971.0,14346.0,0.9192111738813988,200,0,8,0.9615384615384616,351.41346153846155,0.2932692307692308,313.96062992125985,200,7,KF,rnr,1,100,5.0,3.0
8,0.9393689453125,0.8946370907738095,187893,2420.0,12107.0,0.9282333761486019,200,0,10,0.9523809523809523,377.1666666666667,0.2904761904761905,354.87188612099646,200,7,KF,rnr,1,100,5.0,3.0
9,0.9390762421875,0.9206629825367647,187825,1177.0,12175.0,0.933630584013083,200,0,4,0.9803921568627451,333.1519607843137,0.27941176470588236,337.9830508474576,200,7,KF,rnr,1,100,5.0,3.0
0,0.9448682734375,0.9309047028940887,188990,546.0,11010.0,0.9423773099438533,200,0,3,0.9852216748768473,359.1231527093596,0.31527093596059114,351.7336860670194,200,7,KF,rnr,1,100,5.0,5.0
1,0.93693432421875,0.9096449749696602,187395,682.0,12605.0,0.933790773462493,200,0,6,0.970873786407767,419.19417475728153,0.3640776699029126,385.84719535783364,200,7,KF,rnr,1,100,5.0,5.0
2,0.931621359375,0.9001172554347826,186334,2017.0,13666.0,0.9223679195315245,200,0,7,0.966183574879227,411.7342995169082,0.33816425120772947,355.50623885918003,200,7,KF,rnr,1,100,5.0,5.0
3,0.9504326171875,0.9051739211309524,190107,1439.0,9893.0,0.943744756477147,200,0,10,0.9523809523809523,406.2809523809524,0.34285714285714286,400.60642570281124,200,7,KF,rnr,1,100,5.0,5.0
4,0.9233070390625,0.9007873551829269,184671,1207.0,15329.0,0.9178159805573365,200,0,5,0.975609756097561,405.9170731707317,0.34146341463414637,365.3003663003663,200,7,KF,rnr,1,100,5.0,5.0
5,0.9143886796875,0.8834673233695652,182883,1912.0,17117.0,0.9057559728990847,200,0,7,0.966183574879227,317.719806763285,0.26570048309178745,352.98230088495575,200,7,KF,rnr,1,100,5.0,5.0
6,0.9292990390625,0.9066332088414634,185871,1165.0,14129.0,0.9239728581015584,200,0,5,0.975609756097561,337.33658536585364,0.2634146341463415,347.4320557491289,200,7,KF,rnr,1,100,5.0,5.0
7,0.933605109375,0.8976972205528846,186730,1690.0,13270.0,0.9258267638455054,200,0,8,0.9615384615384616,337.8894230769231,0.27884615384615385,311.5,200,7,KF,rnr,1,100,5.0,5.0
8,0.9352300664062501,0.8864739965936019,187063,2870.0,12937.0,0.9220831074086854,200,0,11,0.9478672985781991,368.2037914691943,0.2796208530805687,322.62459546925567,200,7,KF,rnr,1,100,5.0,5.0
9,0.9184629453125,0.9048896012931035,183719,694.0,16281.0,0.9154184978125903,200,0,3,0.9852216748768473,331.384236453202,0.2660098522167488,340.29692832764505,200,7,KF,rnr,1,100,5.0,5.0
0,0.9386837734375,0.9025805513822115,187749,1790.0,12251.0,0.9304177610387036,200,0,8,0.9615384615384616,403.88461538461536,0.3317307692307692,377.7878787878788,200,7,KF,rnr,1,100,15.0,5.0
1,0.947125640625,0.9195394569174757,189432,749.0,10568.0,0.9436261201799262,200,0,6,0.970873786407767,470.09223300970876,0.4077669902912621,404.67951318458415,200,7,KF,rnr,1,100,15.0,5.0
2,0.934606125,0.894359928229665,186932,2386.0,13068.0,0.9236409633077387,200,0,9,0.9569377990430622,414.49282296650716,0.3397129186602871,370.0575139146568,200,7,KF,rnr,1,100,15.0,5.0
3,0.960124296875,0.889003978587963,192046,3284.0,7954.0,0.9447177347946715,200,0,16,0.9259259259259259,466.72222222222223,0.3888888888888889,424.531914893617,200,7,KF,rnr,1,100,15.0,5.0
4,0.93676453515625,0.9007351299579327,187372,2143.0,12628.0,0.9269279668353592,200,0,8,0.9615384615384616,412.9855769230769,0.35096153846153844,366.6470588235294,200,7,KF,rnr,1,100,15.0,5.0
5,0.9307799531250001,0.8864570982142858,186159,2588.0,13841.0,0.9189043773570004,200,0,10,0.9523809523809523,355.72857142857146,0.29523809523809524,385.84719535783364,200,7,KF,rnr,1,100,15.0,5.0
6,0.9300299609375,0.8857428199404762,186018,2013.0,13982.0,0.9208219273017083,200,0,10,0.9523809523809523,351.8619047619048,0.26666666666666666,354.23978685612786,200,7,KF,rnr,1,100,15.0,5.0
7,0.9294709375,0.8852104166666667,185905,2652.0,14095.0,0.9173607958470679,200,0,10,0.9523809523809523,363.2190476190476,0.3,314.955766192733,200,7,KF,rnr,1,100,15.0,5.0
8,0.91896834375,0.8354257670454546,183827,6128.0,16173.0,0.8918099433361795,200,0,20,0.9090909090909091,378.3090909090909,0.2636363636363636,347.4320557491289,200,7,KF,rnr,1,100,15.0,5.0
9,0.941262234375,0.927351955049261,188257,1079.0,11743.0,0.9362340174757185,200,0,3,0.9852216748768473,381.0394088669951,0.33497536945812806,371.43947858472995,200,7,KF,rnr,1,100,15.0,5.0
0,0.957772546875,0.9389926930147059,191568,985.0,8432.0,0.9531457571460556,200,0,4,0.9803921568627451,391.05882352941177,0.3431372549019608,357.42293906810033,200,7,KF,rnr,1,100,15.0,10.0
1,0.9402333984375,0.9084380661231884,188054,775.0,11946.0,0.936640517992778,200,0,7,0.966183574879227,445.1207729468599,0.3864734299516908,410.52263374485597,200,7,KF,rnr,1,100,15.0,10.0
2,0.9304979531249999,0.8947095703125,186110,2345.0,13890.0,0.9197657466208703,200,0,8,0.9615384615384616,407.1105769230769,0.3317307692307692,353.6099290780142,200,7,KF,rnr,1,100,15.0,10.0
3,0.95226335546875,0.8983616561025943,190473,2028.0,9527.0,0.9428049577286317,200,0,12,0.9433962264150944,422.8018867924528,0.3490566037735849,409.6776180698152,200,7,KF,rnr,1,100,15.0,10.0
4,0.93189496875,0.9047523968446602,186386,1338.0,13614.0,0.9257368206697196,200,0,6,0.970873786407767,414.13106796116506,0.35436893203883496,377.7878787878788,200,7,KF,rnr,1,100,15.0,10.0
5,0.9193302265625,0.888241764794686,183872,2421.0,16128.0,0.908364250744735,200,0,7,0.966183574879227,347.09178743961354,0.2898550724637681,366.6470588235294,200,7,KF,rnr,1,100,15.0,10.0
6,0.9366577734375,0.918291934742647,187348,878.0,12652.0,0.9326456854409144,200,0,4,0.9803921568627451,349.0049019607843,0.27941176470588236,352.98230088495575,200,7,KF,rnr,1,100,15.0,10.0
7,0.9293106250000001,0.8978846618357488,185872,1396.0,14128.0,0.9229180321356929,200,0,7,0.966183574879227,348.30434782608694,0.2898550724637681,305.2787136294028,200,7,KF,rnr,1,100,15.0,10.0
8,0.9414586484375,0.8966272842261904,188309,2420.0,11691.0,0.9302885090406087,200,0,10,0.9523809523809523,377.8809523809524,0.2904761904761905,344.4231433506045,200,7,KF,rnr,1,100,15.0,10.0
9,0.9368178203124999,0.9229732219827587,187382,890.0,12618.0,0.9327592214644831,200,0,3,0.9852216748768473,336.9655172413793,0.28078817733990147,331.22591362126246,200,7,KF,rnr,1,100,15.0,10.0
0,0.9340225156249999,0.9112414786585366,186815,722.0,13185.0,0.9307151184224948,200,0,5,0.975609756097561,325.0292682926829,0.2780487804878049,334.5704697986577,200,7,KF,rnr,1,100,5.0,10.0
1,0.9077628828125,0.8604387514810427,181560,1944.0,18440.0,0.8990611258566731,200,0,11,0.9478672985781991,395.9952606635071,0.33175355450236965,339.13605442176873,200,7,KF,rnr,1,100,5.0,10.0
2,0.91504471875,0.8927265548780488,183020,1690.0,16980.0,0.9074321979275125,200,0,5,0.975609756097561,367.8536585365854,0.3073170731707317,337.40947546531305,200,7,KF,rnr,1,100,5.0,10.0
3,0.9301624765625001,0.8901076330741626,186048,1383.0,13952.0,0.923851566418218,200,0,9,0.9569377990430622,361.2105263157895,0.3014354066985646,353.6099290780142,200,7,KF,rnr,1,100,5.0,10.0
4,0.9133675078125,0.8998694658251232,182680,592.0,17320.0,0.9107043152269283,200,0,3,0.9852216748768473,333.44827586206895,0.27586206896551724,311.98904538341156,200,7,KF,rnr,1,100,5.0,10.0
5,0.89486828125,0.8646070350241546,178981,2926.0,21019.0,0.8820013206784739,200,0,7,0.966183574879227,298.2028985507246,0.23671497584541062,335.7003367003367,200,7,KF,rnr,1,100,5.0,10.0
6,0.931380234375,0.9131178768382353,186289,712.0,13711.0,0.9281408186854797,200,0,4,0.9803921568627451,328.72549019607845,0.2647058823529412,333.44816053511704,200,7,KF,rnr,1,100,5.0,10.0
7,0.9213559765625,0.8901990111714976,184282,970.0,15718.0,0.9169627307558342,200,0,7,0.966183574879227,300.19323671497585,0.24154589371980675,276.39251040221916,200,7,KF,rnr,1,100,5.0,10.0
8,0.916154234375,0.8683926392180095,183249,2667.0,16751.0,0.9041876575860895,200,0,11,0.9478672985781991,344.1990521327014,0.27488151658767773,306.6923076923077,200,7,KF,rnr,1,100,5.0,10.0
9,0.9095513203125,0.8873671417682927,181934,983.0,18066.0,0.9052208395734963,200,0,5,0.975609756097561,349.9560975609756,0.2780487804878049,307.641975308642,200,7,KF,rnr,1,100,5.0,10.0
0,0.91191821875,0.782762419527897,182392,7909.0,17608.0,0.8772684203185047,200,0,33,0.8583690987124464,350.86695278969955,0.21888412017167383,335.1344537815126,200,7,KF,rnr,1,100,30.0,3.0
1,0.917506296875,0.8013155431222707,183518,5914.0,16482.0,0.8912361471293841,200,0,29,0.8733624454148472,409.2008733624454,0.29694323144104806,356.78175313059035,200,7,KF,rnr,1,100,30.0,3.0
2,0.921204453125,0.8116338794052863,184252,6728.0,15748.0,0.8912774273441431,200,0,27,0.8810572687224669,411.3480176211454,0.2907488986784141,355.50623885918003,200,7,KF,rnr,1,100,30.0,3.0
3,0.91816803125,0.7715697741596639,183651,8185.0,16349.0,0.8821528928597161,200,0,38,0.8403361344537815,407.4495798319328,0.2647058823529412,365.3003663003663,200,7,KF,rnr,1,100,30.0,3.0
4,0.902876484375,0.7990057383849557,180588,7923.0,19412.0,0.8685330627203339,200,0,26,0.8849557522123894,370.783185840708,0.26991150442477874,312.47962382445144,200,7,KF,rnr,1,100,30.0,3.0
5,0.9142819765625,0.8236774563626126,182860,4913.0,17140.0,0.8923787168212851,200,0,22,0.9009009009009009,348.76576576576576,0.25675675675675674,372.13432835820896,200,7,KF,rnr,1,100,30.0,3.0
6,0.90227359375,0.7778220635775862,180462,8696.0,19538.0,0.8647123088128187,200,0,32,0.8620689655172413,347.4655172413793,0.21551724137931033,330.6749585406302,200,7,KF,rnr,1,100,30.0,3.0
7,0.892798921875,0.7318023949795082,178575,10732.0,21425.0,0.8474033369398098,200,0,44,0.819672131147541,322.9836065573771,0.20081967213114754,291.39766081871346,200,7,KF,rnr,1,100,30.0,3.0
8,0.8982427109375,0.7332593558673469,179675,12335.0,20325.0,0.8461864506558033,200,0,45,0.8163265306122449,368.8530612244898,0.22448979591836735,312.9717425431711,200,7,KF,rnr,1,100,30.0,3.0
9,0.91301609375,0.818848514573991,182612,6011.0,17388.0,0.8864186863808243,200,0,23,0.8968609865470852,344.72645739910314,0.23766816143497757,343.2340791738382,200,7,KF,rnr,1,100,30.0,3.0
0,0.9384375546875,0.8770444436331776,187702,3586.0,12298.0,0.9219789180002554,200,0,14,0.9345794392523364,399.5,0.3177570093457944,371.43947858472995,200,7,KF,rnr,1,100,15.0,3.0
1,0.942052828125,0.9101959692028986,188417,1046.0,11583.0,0.9371835301373815,200,0,7,0.966183574879227,491.0144927536232,0.42995169082125606,416.5365344467641,200,7,KF,rnr,1,100,15.0,3.0
2,0.9301176015625,0.8733498606220658,186036,3275.0,13964.0,0.9151937031115484,200,0,13,0.9389671361502347,435.84507042253523,0.352112676056338,379.95238095238096,200,7,KF,rnr,1,100,15.0,3.0
3,0.94689265625,0.8767524594907408,189400,4230.0,10600.0,0.9273857905302845,200,0,16,0.9259259259259259,450.1712962962963,0.35648148148148145,415.6666666666667,200,7,KF,rnr,1,100,15.0,3.0
4,0.93465380078125,0.8735082250292056,186949,3866.0,13051.0,0.917019022298961,200,0,14,0.9345794392523364,387.36915887850466,0.3130841121495327,340.29692832764505,200,7,KF,rnr,1,100,15.0,3.0
5,0.9240719765625,0.8800685491071428,184818,1967.0,15182.0,0.9150900889749316,200,0,10,0.9523809523809523,351.72857142857146,0.2904761904761905,395.8253968253968,200,7,KF,rnr,1,100,15.0,3.0
6,0.9284689296874999,0.8759140846108491,185708,2997.0,14292.0,0.9148312536638472,200,0,12,0.9433962264150944,362.9009433962264,0.2641509433962264,370.0575139146568,200,7,KF,rnr,1,100,15.0,3.0
7,0.9307799375,0.8578616935483871,186168,4247.0,13832.0,0.9114846240091654,200,0,17,0.9216589861751152,357.036866359447,0.2857142857142857,307.1664098613251,200,7,KF,rnr,1,100,15.0,3.0
8,0.921945515625,0.8087241365131579,184425,7884.0,15575.0,0.887153412480037,200,0,28,0.8771929824561403,385.9166666666667,0.2807017543859649,355.50623885918003,200,7,KF,rnr,1,100,15.0,3.0
9,0.9318872109375,0.8917580965909091,186383,2870.0,13617.0,0.91873120717701,200,0,9,0.9569377990430622,361.0,0.291866028708134,374.9398496240602,200,7,KF,rnr,1,100,15.0,3.0
0,0.933902796875,0.856791556766055,186795,4334.0,13205.0,0.914165043507199,200,0,18,0.9174311926605505,388.07339449541286,0.2981651376146789,358.0664272890485,200,7,KF,rnr,1,100,30.0,5.0
1,0.9439944140625,0.8990422991071428,188806,1735.0,11194.0,0.935910972315166,200,0,10,0.9523809523809523,480.04761904761904,0.40476190476190477,413.0786749482402,200,7,KF,rnr,1,100,30.0,5.0
2,0.927744453125,0.8590226417824074,185560,4218.0,14440.0,0.9086368488575933,200,0,16,0.9259259259259259,428.4537037037037,0.33796296296296297,371.43947858472995,200,7,KF,rnr,1,100,30.0,5.0
3,0.9460147421875,0.8719029881912442,189226,4518.0,10774.0,0.9252290751914257,200,0,17,0.9216589861751152,454.2764976958525,0.35944700460829493,417.41004184100416,200,7,KF,rnr,1,100,30.0,5.0
4,0.927213796875,0.8545749279953917,185461,4948.0,14539.0,0.9049173448874837,200,0,17,0.9216589861751152,372.7465437788018,0.29493087557603687,335.1344537815126,200,7,KF,rnr,1,100,30.0,5.0
5,0.9249519765625001,0.8809066443452381,184994,1967.0,15006.0,0.915961518465888,200,0,10,0.9523809523809523,351.8904761904762,0.2904761904761905,391.92730844793715,200,7,KF,rnr,1,100,30.0,5.0
6,0.9213355078125,0.8452619337729358,184271,4844.0,15729.0,0.8995674757376345,200,0,18,0.9174311926605505,349.38532110091745,0.23853211009174313,354.23978685612786,200,7,KF,rnr,1,100,30.0,5.0
7,0.919325359375,0.8208262137276786,183877,6065.0,16123.0,0.8923252371824424,200,0,24,0.8928571428571429,340.82589285714283,0.2544642857142857,302.030303030303,200,7,KF,rnr,1,100,30.0,5.0
8,0.91608834375,0.7897313308189655,183251,8840.0,16749.0,0.8774707910362,200,0,32,0.8620689655172413,374.38793103448273,0.25862068965517243,346.22222222222223,200,7,KF,rnr,1,100,30.0,5.0
9,0.9303656953125,0.8818632183056873,186080,3634.0,13920.0,0.9137963208501527,200,0,11,0.9478672985781991,346.9905213270142,0.27014218009478674,368.00369003690037,200,7,KF,rnr,1,100,30.0,5.0
0,0.8765076640625,0.6768398950289576,175311,13060.0,24689.0,0.8228245564629681,200,0,59,0.7722007722007722,316.88416988416986,0.138996138996139,302.951367781155,200,7,KF,rnr,1,100,50.0,3.0
1,0.888452703125,0.7051211929563492,177707,10518.0,22293.0,0.8441415935929469,200,0,52,0.7936507936507936,375.98015873015873,0.24206349206349206,327.4072249589491,200,7,KF,rnr,1,100,50.0,3.0
2,0.892792109375,0.7085651661706349,178573,11151.0,21427.0,0.8457123101477142,200,0,52,0.7936507936507936,354.3611111111111,0.1984126984126984,299.3003003003003,200,7,KF,rnr,1,100,50.0,3.0
3,0.8827844765625,0.6420250738636364,176574,15255.0,23426.0,0.8203015028686906,200,0,75,0.7272727272727273,382.32363636363635,0.1890909090909091,327.4072249589491,200,7,KF,rnr,1,100,50.0,3.0
4,0.86740865625,0.6829989419291339,173500,14507.0,26500.0,0.8088314134270677,200,0,54,0.7874015748031497,366.2007874015748,0.22440944881889763,288.01734104046244,200,7,KF,rnr,1,100,50.0,3.0
5,0.8798016953125,0.6982553137400793,175966,11682.0,24034.0,0.8312752147088558,200,0,52,0.7936507936507936,341.2857142857143,0.20238095238095238,335.1344537815126,200,7,KF,rnr,1,100,50.0,3.0
6,0.8594979375,0.6366651388888889,171909,15924.0,28091.0,0.796155128656379,200,0,70,0.7407407407407407,333.3,0.15555555555555556,285.1230329041488,200,7,KF,rnr,1,100,50.0,3.0
7,0.865035625,0.6455489738805971,173023,15129.0,26977.0,0.8042755741903695,200,0,68,0.746268656716418,284.75373134328356,0.15298507462686567,247.75621890547265,200,7,KF,rnr,1,100,50.0,3.0
8,0.854298796875,0.5995079276315789,170871,19928.0,29129.0,0.7769406351169473,200,0,85,0.7017543859649122,320.93684210526317,0.14035087719298245,269.27027027027026,200,7,KF,rnr,1,100,50.0,3.0
9,0.8841833046875001,0.6962073265255906,176838,13111.0,23162.0,0.8297929248138294,200,0,54,0.7874015748031497,322.5748031496063,0.17716535433070865,295.2962962962963,200,7,KF,rnr,1,100,50.0,3.0
