,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas,sigPos
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,90.0,15.0,10.0
0,0.31216,0.0028066894443445423,15608,34036.0,34392.0,0.18572992527012233,50,0,5511,0.008991188635137565,7.515554756338788,0.0,7.873114463176575,50,7,imm2,rnr,1,50,90.0,10.0,30.0
1,0.27793999999999996,0.0024869362920544023,13897,35997.0,36103.0,0.1615986604183867,50,0,5538,0.00894774516821761,7.441839656406586,0.0,7.823010411152286,50,7,imm2,rnr,1,50,90.0,10.0,30.0
2,0.32899999999999996,0.002927046263345196,16450,33478.0,33550.0,0.19705790747262752,50,0,5570,0.008896797153024912,7.519217081850534,0.0,7.75196919306844,50,7,imm2,rnr,1,50,90.0,10.0,30.0
3,0.32586000000000004,0.003096351197263398,16293,33650.0,33707.0,0.19477585176329945,50,0,5212,0.009502090459901177,7.751235271759787,0.0,8.337068160597573,50,7,imm2,rnr,1,50,90.0,10.0,30.0
4,0.32565999999999995,0.0032875025237229963,16283,33717.0,33717.0,0.19450051960772602,50,0,4903,0.010094891984655765,8.701594992933575,0.0,8.922603691208574,50,7,imm2,rnr,1,50,90.0,10.0,30.0
5,0.29057999999999995,0.00246379515007631,14529,35121.0,35471.0,0.1706864346048566,50,0,5847,0.008478887569950822,6.892487705613023,0.0,7.340283569641368,50,7,imm2,rnr,1,50,90.0,10.0,30.0
6,0.32184,0.0031210240496508924,16092,33647.0,33908.0,0.19237988212368645,50,0,5106,0.009697439875872769,7.859581070597362,0.0,8.475080538184574,50,7,imm2,rnr,1,50,90.0,10.0,30.0
7,0.34763999999999995,0.003677951756242065,17382,32602.0,32618.0,0.21043074017578267,50,0,4676,0.010579771476936098,9.150444350402031,0.0,9.444955086693128,50,7,imm2,rnr,1,50,90.0,10.0,30.0
8,0.31294,0.0027393207282913165,15647,34313.0,34353.0,0.18558229454532515,50,0,5662,0.008753501400560224,7.30077030812325,0.0,7.623663332183511,50,7,imm2,rnr,1,50,90.0,10.0,30.0
9,0.33352275,0.003160753885519333,16680,33196.0,33320.0,0.20049040819270159,50,0,5226,0.009476876421531463,7.4757391963608795,0.0,8.297136481963555,50,7,imm2,rnr,1,50,90.0,10.0,30.0
0,0.31216,0.0028066894443445423,15608,34036.0,34392.0,0.18572992527012233,50,0,5511,0.008991188635137565,7.517352994065815,0.0,7.869966294128083,50,7,imm2,rnr,1,50,40.0,5.0,10.0
1,0.27793999999999996,0.0024864913222401143,13897,35997.0,36103.0,0.1615986604183867,50,0,5539,0.008946144211844694,7.442834138486313,0.0,7.8198976891868055,50,7,imm2,rnr,1,50,40.0,5.0,10.0
2,0.32899999999999996,0.002930696597185106,16450,33478.0,33550.0,0.19705790747262752,50,0,5563,0.008907892392659897,7.514519864600036,0.0,7.762705923589205,50,7,imm2,rnr,1,50,40.0,5.0,10.0
3,0.32586000000000004,0.003096351197263398,16293,33650.0,33707.0,0.19477585176329945,50,0,5212,0.009502090459901177,7.7326111744583805,0.0,8.333582228859436,50,7,imm2,rnr,1,50,40.0,5.0,10.0
4,0.32565999999999995,0.0032868389180460236,16283,33717.0,33717.0,0.19450051960772602,50,0,4904,0.010092854259184497,8.720226079935406,0.0,8.928514694201747,50,7,imm2,rnr,1,50,40.0,5.0,10.0
5,0.29057999999999995,0.002463377416073245,14529,35121.0,35471.0,0.1706864346048566,50,0,5848,0.0084774499830451,6.891319091217362,0.0,7.34306691139663,50,7,imm2,rnr,1,50,40.0,5.0,10.0
6,0.32184,0.0031228410634581796,16092,33477.0,33908.0,0.19277166165530626,50,0,5103,0.009703085581214826,7.831748496021735,0.0,8.480470231323473,50,7,imm2,rnr,1,50,40.0,5.0,10.0
7,0.34763999999999995,0.0036841882153454855,17382,32602.0,32618.0,0.21043074017578267,50,0,4668,0.0105977108944468,9.163628656210259,0.0,9.462439840970914,50,7,imm2,rnr,1,50,40.0,5.0,10.0
8,0.31294,0.00273740377886634,15647,34313.0,34353.0,0.18558229454532515,50,0,5666,0.00874737578726382,7.297935619314206,0.0,7.623663332183511,50,7,imm2,rnr,1,50,40.0,5.0,10.0
9,0.33358275000000004,0.003170938688212928,16683,33188.0,33317.0,0.20054575179112372,50,0,5210,0.009505703422053232,7.497718631178707,0.0,8.317927692881103,50,7,imm2,rnr,1,50,40.0,5.0,10.0
0,0.29756000000000005,0.002813008130081301,14878,35120.0,35122.0,0.17478853383458648,50,0,5239,0.009453582907922102,7.509359047078843,0.0,8.105809506465125,50,11,imm2,rnr,1,90,90.0,15.0,30.0
1,0.013499999999999956,0.008653846153846154,675,49232.0,125.0,0.01349136552606332,50,0,28,0.6410256410256411,6.782051282051282,0.0,4.797101449275362,50,11,imm2,rnr,1,90,90.0,15.0,30.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,15.0,30.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,15.0,30.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,90.0,15.0,30.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,90.0,15.0,30.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,15.0,30.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,90.0,15.0,30.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,90.0,15.0,30.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,90.0,15.0,30.0
0,0.29774,0.0028141776937618147,14887,35105.0,35113.0,0.17492509253275365,50,0,5240,0.00945179584120983,7.473534971644613,0.0,8.107468123861567,50,11,imm2,rnr,1,90,90.0,5.0,30.0
1,0.013319999999999999,0.008325,666,49232.0,134.0,0.013311480652382475,50,0,30,0.625,6.4625,0.0,4.673758865248227,50,11,imm2,rnr,1,90,90.0,5.0,30.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,5.0,30.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,5.0,30.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,90.0,5.0,30.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,90.0,5.0,30.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,90.0,5.0,30.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,90.0,5.0,30.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,90.0,5.0,30.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,90.0,5.0,30.0
0,0.9589799999999999,0.95898,47949,0.0,2051.0,0.95898,50,0,0,1.0,489.54,0.46,594.2380952380952,50,7,imm2,rnr,1,190,15.0,5.0,30.0
1,0.95022,0.95022,47511,0.0,2489.0,0.95022,50,0,0,1.0,664.04,0.62,631.9113924050633,50,7,imm2,rnr,1,190,15.0,5.0,30.0
2,0.93038,0.93038,46519,0.0,3481.0,0.93038,50,0,0,1.0,579.1,0.52,542.4782608695652,50,7,imm2,rnr,1,190,15.0,5.0,30.0
3,0.9518,0.9518,47590,0.0,2410.0,0.9518,50,0,0,1.0,544.78,0.5,573.7126436781609,50,7,imm2,rnr,1,190,15.0,5.0,30.0
4,0.90854,0.90854,45427,0.0,4573.0,0.90854,50,0,0,1.0,580.6,0.48,525.3157894736842,50,7,imm2,rnr,1,190,15.0,5.0,30.0
5,0.9409,0.9409,47045,0.0,2955.0,0.9409,50,0,0,1.0,533.5,0.5,594.2380952380952,50,7,imm2,rnr,1,190,15.0,5.0,30.0
6,0.9232400000000001,0.92324,46162,0.0,3838.0,0.92324,50,0,0,1.0,603.48,0.54,616.283950617284,50,7,imm2,rnr,1,190,15.0,5.0,30.0
7,0.96864,0.96864,48432,0.0,1568.0,0.96864,50,0,0,1.0,649.54,0.62,624.0,50,7,imm2,rnr,1,190,15.0,5.0,30.0
8,0.96016,0.96016,48008,0.0,1992.0,0.96016,50,0,0,1.0,634.18,0.6,683.931506849315,50,7,imm2,rnr,1,190,15.0,5.0,30.0
9,0.91626,0.91626,45813,0.0,4187.0,0.91626,50,0,0,1.0,509.32,0.46,519.8333333333334,50,7,imm2,rnr,1,190,15.0,5.0,30.0
0,0.31152,0.0027979162924375786,15576,34058.0,34424.0,0.18530062575840492,50,0,5517,0.008981498113885397,7.507454643434525,0.0,7.862105636299185,50,7,imm2,rnr,1,50,40.0,10.0,30.0
1,0.27793999999999996,0.0024789511237959328,13897,36053.0,36103.0,0.1614934981929741,50,0,5556,0.008919015340706386,7.443453442739922,0.0,7.793527963418923,50,7,imm2,rnr,1,50,40.0,10.0,30.0
2,0.32899999999999996,0.0029130511776164335,16450,33477.0,33550.0,0.1970602680977994,50,0,5597,0.008854258898530193,7.398087480077917,0.0,7.70170553428472,50,7,imm2,rnr,1,50,40.0,10.0,30.0
3,0.3257,0.003080196708908644,16285,33709.0,33715.0,0.1945430001552999,50,0,5237,0.009457159069415548,7.822772839039152,0.0,8.285051067780874,50,7,imm2,rnr,1,50,40.0,10.0,30.0
4,0.32565999999999995,0.003275598471132569,16283,33717.0,33717.0,0.19450051960772602,50,0,4921,0.010058338362502514,8.697646348823174,0.0,8.897070467141726,50,7,imm2,rnr,1,50,40.0,10.0,30.0
5,0.28832,0.002430209035738368,14416,35207.0,35584.0,0.16918797751358455,50,0,5882,0.008428860418071477,6.908125421443021,0.0,7.291873963515754,50,7,imm2,rnr,1,50,40.0,10.0,30.0
6,0.32184,0.003108964451313756,16092,33660.0,33908.0,0.19234998804685632,50,0,5126,0.009659969088098918,7.806414219474497,0.0,8.437523593808985,50,7,imm2,rnr,1,50,40.0,10.0,30.0
7,0.34763999999999995,0.0036424979044425818,17382,32602.0,32618.0,0.21043074017578267,50,0,4722,0.010477787091366304,9.070410729253982,0.0,9.3498240529911,50,7,imm2,rnr,1,50,40.0,10.0,30.0
8,0.31294,0.002736446309898566,15647,34313.0,34353.0,0.18558229454532515,50,0,5668,0.008744316194473592,7.354144805876181,0.0,7.623663332183511,50,7,imm2,rnr,1,50,40.0,10.0,30.0
9,0.33332275,0.0031475236071765817,16670,33208.0,33330.0,0.20034131333525623,50,0,5245,0.009442870632672332,7.46081208687441,0.0,8.25240562546262,50,7,imm2,rnr,1,50,40.0,10.0,30.0
0,0.3115,0.0027982393100970176,15575,34058.0,34425.0,0.18528872921078304,50,0,5516,0.008983111749910169,7.443406395975566,0.0,7.857395925597874,50,7,imm2,rnr,1,50,40.0,15.0,30.0
1,0.27759999999999996,0.0024728309282023874,13880,36070.0,36120.0,0.16126408737074474,50,0,5563,0.008907892392659897,7.44290040976305,0.0,7.795074758135444,50,7,imm2,rnr,1,50,40.0,15.0,30.0
2,0.32464000000000004,0.0028713957190872105,16232,33694.0,33768.0,0.1939446077377112,50,0,5603,0.00884486113568017,7.3789138510525385,0.0,7.686587908269631,50,7,imm2,rnr,1,50,40.0,15.0,30.0
3,0.32542000000000004,0.00307,16271,33709.0,33729.0,0.19437575410051489,50,0,5250,0.009433962264150943,7.810377358490566,0.0,8.25925925925926,50,7,imm2,rnr,1,50,40.0,15.0,30.0
4,0.32565999999999995,0.00326312625250501,16283,33717.0,33717.0,0.19450051960772602,50,0,4940,0.01002004008016032,8.711022044088176,0.0,8.875567845151096,50,7,imm2,rnr,1,50,40.0,15.0,30.0
5,0.29438,0.0024791982482735386,14719,35168.0,35281.0,0.17282312605673492,50,0,5887,0.008421761832575375,6.948121947111336,0.0,7.2877507044588095,50,7,imm2,rnr,1,50,40.0,15.0,30.0
6,0.32184,0.003089268573622576,16092,33683.0,33908.0,0.19229712127911283,50,0,5159,0.00959877135726627,7.785563447878672,0.0,8.377344336084022,50,7,imm2,rnr,1,50,40.0,15.0,30.0
7,0.34762000000000004,0.0036384760309817877,17381,32617.0,32619.0,0.21038043017780844,50,0,4727,0.010466820180029307,9.138162026376387,0.0,9.339123242349048,50,7,imm2,rnr,1,50,40.0,15.0,30.0
8,0.31294,0.0027398003852215024,15647,34313.0,34353.0,0.18558229454532515,50,0,5661,0.008755034144633165,7.37016284363509,0.0,7.637070305752289,50,7,imm2,rnr,1,50,40.0,15.0,30.0
9,0.33160274999999995,0.003123024580900358,16584,33397.0,33416.0,0.19885607395949495,50,0,5259,0.009417969485778867,7.46807308344321,0.0,8.223390518354547,50,7,imm2,rnr,1,50,40.0,15.0,30.0
0,0.29728,0.0027069750500819524,14864,35134.0,35136.0,0.17459534381093336,50,0,5441,0.009105809506465124,7.3711527954835185,0.0,7.753501400560224,50,11,imm2,rnr,1,90,15.0,5.0,90.0
1,0.012780000000000014,0.00597196261682243,639,49269.0,161.0,0.012762387904691525,50,0,57,0.4672897196261682,4.607476635514018,0.0,3.347826086956522,50,11,imm2,rnr,1,90,15.0,5.0,90.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,5.0,90.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,5.0,90.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,5.0,90.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,5.0,90.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,5.0,90.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,15.0,5.0,90.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,5.0,90.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,5.0,90.0
0,0.31172,0.0028022294138798994,15586,34058.0,34414.0,0.1854195912346237,50,0,5512,0.008989572096368213,7.488133764832794,0.0,7.869966294128083,50,7,imm2,rnr,1,50,90.0,5.0,30.0
1,0.27769999999999995,0.002488351254480287,13885,35997.0,36115.0,0.16145912066700002,50,0,5530,0.008960573476702509,7.399462365591398,0.0,7.829242450997705,50,7,imm2,rnr,1,50,90.0,5.0,30.0
2,0.32899999999999996,0.002916149618861904,16450,33477.0,33550.0,0.1970602680977994,50,0,5591,0.008863676653075695,7.433611061868463,0.0,7.712319219376198,50,7,imm2,rnr,1,50,90.0,5.0,30.0
3,0.32362,0.0030738981762917935,16181,33758.0,33819.0,0.19318751641634233,50,0,5214,0.009498480243161094,7.809840425531915,0.0,8.338812103100485,50,7,imm2,rnr,1,50,90.0,5.0,30.0
4,0.32565999999999995,0.0032848497074843656,16283,33717.0,33717.0,0.19450051960772602,50,0,4907,0.010086746015735323,8.716158967117208,0.0,8.926543577526305,50,7,imm2,rnr,1,50,90.0,5.0,30.0
5,0.29001999999999994,0.0024602986087546657,14501,35322.0,35499.0,0.16995616605330396,50,0,5844,0.00848320325755005,6.842551747539871,0.0,7.34306691139663,50,7,imm2,rnr,1,50,90.0,5.0,30.0
6,0.32184,0.0031204188481675395,16092,33493.0,33908.0,0.1927347202759513,50,0,5107,0.00969555943377933,7.831103354663564,0.0,8.473285335354301,50,7,imm2,rnr,1,50,90.0,5.0,30.0
7,0.34763999999999995,0.0036678624182316945,17382,32602.0,32618.0,0.21043074017578267,50,0,4689,0.010550749103186326,9.125131884363789,0.0,9.414496979795876,50,7,imm2,rnr,1,50,90.0,5.0,30.0
8,0.31310000000000004,0.0027431224811634834,15655,34298.0,34345.0,0.1857102185105222,50,0,5657,0.008761170492377781,7.256351848606974,0.0,7.637070305752289,50,7,imm2,rnr,1,50,90.0,5.0,30.0
9,0.33360274999999995,0.003172335013313047,16684,33066.0,33316.0,0.2008523342883972,50,0,5208,0.009509319132750094,7.45853936858121,0.0,8.323140033563304,50,7,imm2,rnr,1,50,90.0,5.0,30.0
0,0.29725999999999997,0.0027181784930504754,14863,35135.0,35137.0,0.17458154695483644,50,0,5418,0.009144111192392099,7.409107534747623,0.0,7.790436005625879,50,11,imm2,rnr,1,90,15.0,10.0,30.0
1,0.013440000000000007,0.007148936170212766,672,49253.0,128.0,0.013425768685193695,50,0,44,0.5319148936170213,5.691489361702128,0.0,3.819277108433735,50,11,imm2,rnr,1,90,15.0,10.0,30.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,10.0,30.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,10.0,30.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,10.0,30.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,10.0,30.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,10.0,30.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,15.0,10.0,30.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,10.0,30.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,10.0,30.0
0,0.31108,0.002782468694096601,15554,34080.0,34446.0,0.18499048525214082,50,0,5540,0.008944543828264758,7.495706618962433,0.0,7.818342151675485,50,7,imm2,rnr,1,50,15.0,5.0,90.0
1,0.27759999999999996,0.0024697508896797155,13880,36070.0,36120.0,0.16126408737074474,50,0,5570,0.008896797153024912,7.419572953736655,0.0,7.77963125548727,50,7,imm2,rnr,1,50,15.0,5.0,90.0
2,0.32464000000000004,0.0028597603946441154,16232,33694.0,33768.0,0.1939446077377112,50,0,5626,0.008809020436927413,7.365750528541226,0.0,7.64902266043937,50,7,imm2,rnr,1,50,15.0,5.0,90.0
3,0.32533999999999996,0.003062311746987952,16267,33729.0,33733.0,0.1942815511949265,50,0,5262,0.00941265060240964,7.775602409638554,0.0,8.242144177449168,50,7,imm2,rnr,1,50,15.0,5.0,90.0
4,0.32565999999999995,0.003230753968253968,16283,33717.0,33717.0,0.19450051960772602,50,0,4990,0.00992063492063492,8.62281746031746,0.0,8.773260359655982,50,7,imm2,rnr,1,50,15.0,5.0,90.0
5,0.28637999999999997,0.0024061502268526297,14319,35412.0,35681.0,0.1676462323795251,50,0,5901,0.008401949252226516,6.906738363300286,0.0,7.26856292376385,50,7,imm2,rnr,1,50,15.0,5.0,90.0
6,0.32120000000000004,0.0030725081308590014,16060,33747.0,33940.0,0.19176806333361196,50,0,5177,0.009565716472163765,7.8140424717811365,0.0,8.345794392523365,50,7,imm2,rnr,1,50,15.0,5.0,90.0
7,0.34762000000000004,0.003633911770855112,17381,32617.0,32619.0,0.21038043017780844,50,0,4733,0.010453690152623877,9.12753501986201,0.0,9.324179227751394,50,7,imm2,rnr,1,50,15.0,5.0,90.0
8,0.31294,0.0027099064773120885,15647,34313.0,34353.0,0.18558229454532515,50,0,5724,0.008659508139937652,7.320748181503291,0.0,7.547008547008547,50,7,imm2,rnr,1,50,15.0,5.0,90.0
9,0.33436275000000004,0.0031313237497658736,16722,33212.0,33278.0,0.2009565927991155,50,0,5289,0.009365049634763064,7.4564525191983515,0.0,8.186110600771633,50,7,imm2,rnr,1,50,15.0,5.0,90.0
0,0.29801999999999995,0.002771247907755254,14901,35090.0,35099.0,0.17512046068868256,50,0,5327,0.009298865538404314,7.356146550120886,0.0,7.957362952346829,50,11,imm2,rnr,1,90,40.0,5.0,30.0
1,0.013299999999999979,0.00764367816091954,665,49246.0,135.0,0.013287775246772968,50,0,37,0.5747126436781609,5.954022988505747,0.0,4.333333333333333,50,11,imm2,rnr,1,90,40.0,5.0,30.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,40.0,5.0,30.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,40.0,5.0,30.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,40.0,5.0,30.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,40.0,5.0,30.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,40.0,5.0,30.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,40.0,5.0,30.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,40.0,5.0,30.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,40.0,5.0,30.0
0,0.29844000000000004,0.0027180327868852458,14922,35075.0,35078.0,0.17539817807816632,50,0,5440,0.009107468123861567,7.400910746812386,0.0,7.762705923589205,50,11,imm2,rnr,1,90,15.0,15.0,30.0
1,0.013379999999999947,0.007042105263157895,669,49257.0,131.0,0.013364764168847514,50,0,45,0.5263157894736842,5.652631578947369,0.0,3.7058823529411766,50,11,imm2,rnr,1,90,15.0,15.0,30.0
2,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,15.0,30.0
3,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,15.0,30.0
4,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,15.0,30.0
5,0.0018399999999999528,0.0017692307692307693,92,49901.0,8.0,0.0018399632007359854,50,0,2,0.9615384615384616,0.7884615384615384,0.0,0.7241379310344828,50,11,imm2,rnr,1,90,15.0,15.0,30.0
6,0.0018599999999999728,0.0017884615384615385,93,49901.0,7.0,0.0018599628007439852,50,0,2,0.9615384615384616,0.8076923076923077,0.0,0.7543859649122807,50,11,imm2,rnr,1,90,15.0,15.0,30.0
7,0.0017800000000000038,0.0016792452830188679,89,49902.0,11.0,0.0017799288028478861,50,0,3,0.9433962264150944,0.7169811320754716,0.0,0.639344262295082,50,11,imm2,rnr,1,90,15.0,15.0,30.0
8,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,15.0,30.0
9,0.0018799999999999928,0.0018431372549019608,94,49900.0,6.0,0.00188,50,0,1,0.9803921568627451,0.8431372549019608,0.0,0.7857142857142857,50,11,imm2,rnr,1,90,15.0,15.0,30.0
0,0.31172,0.00278969035260426,15586,34059.0,34414.0,0.18541738540786828,50,0,5537,0.008949346697691068,7.499731519599069,0.0,7.8198976891868055,50,7,imm2,rnr,1,50,40.0,5.0,90.0
1,0.27759999999999996,0.0024750356633380884,13880,36070.0,36120.0,0.16126408737074474,50,0,5558,0.00891583452211127,7.3990727532097,0.0,7.795074758135444,50,7,imm2,rnr,1,50,40.0,5.0,90.0
