,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas,sigPos
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,90,90.0,5.0,90.0
0,0.98588,0.98588,49294,0.0,706.0,0.98588,50,0,0,1.0,945.92,0.92,924.925925925926,50,3,imm2,rnr,1,190,15.0,15.0,30.0
1,0.982491037109375,0.982491037109375,49130,0.0,870.0,0.9826,50,0,0,1.0,873.22,0.86,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,30.0
2,0.99052,0.99052,49526,0.0,474.0,0.99052,50,0,0,1.0,829.6,0.82,780.25,50,3,imm2,rnr,1,190,15.0,15.0,30.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,30.0
4,0.988121388671875,0.988121388671875,49412,0.0,588.0,0.98824,50,0,0,1.0,861.0,0.84,805.4516129032259,50,3,imm2,rnr,1,190,15.0,15.0,30.0
5,0.99436,0.99436,49718,0.0,282.0,0.99436,50,0,0,1.0,955.04,0.92,924.925925925926,50,3,imm2,rnr,1,190,15.0,15.0,30.0
6,0.981714080078125,0.981714080078125,49096,0.0,904.0,0.98192,50,0,0,1.0,889.0,0.84,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,30.0
7,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,918.72,0.88,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,30.0
8,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,924.96,0.92,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,30.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,15.0,15.0,30.0
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,15.0,90.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,50,90.0,15.0,90.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,50,90.0,15.0,90.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,50,90.0,15.0,90.0
4,0.99952,0.99952,49976,0.0,24.0,0.99952,50,0,0,1.0,959.48,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,15.0,90.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,15.0,90.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,imm2,rnr,1,50,90.0,15.0,90.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,50,90.0,15.0,90.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,15.0,90.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,15.0,90.0
0,0.97952,0.97952,48976,0.0,1024.0,0.97952,50,0,0,1.0,912.28,0.88,891.8571428571429,50,3,imm2,rnr,1,90,15.0,15.0,10.0
1,0.97306518359375,0.97306518359375,48658,0.0,1342.0,0.97316,50,0,0,1.0,922.18,0.9,891.8571428571429,50,3,imm2,rnr,1,90,15.0,15.0,10.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,90,15.0,15.0,10.0
3,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,885.0,0.88,832.3333333333334,50,3,imm2,rnr,1,90,15.0,15.0,10.0
4,0.994081388671875,0.994081388671875,49710,0.0,290.0,0.9942,50,0,0,1.0,876.78,0.86,832.3333333333334,50,3,imm2,rnr,1,90,15.0,15.0,10.0
5,0.99516,0.99516,49758,0.0,242.0,0.99516,50,0,0,1.0,955.04,0.92,891.8571428571429,50,3,imm2,rnr,1,90,15.0,15.0,10.0
6,0.981714080078125,0.981714080078125,49096,0.0,904.0,0.98192,50,0,0,1.0,889.0,0.84,832.3333333333334,50,3,imm2,rnr,1,90,15.0,15.0,10.0
7,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,918.72,0.88,832.3333333333334,50,3,imm2,rnr,1,90,15.0,15.0,10.0
8,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,924.96,0.92,891.8571428571429,50,3,imm2,rnr,1,90,15.0,15.0,10.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,90,15.0,15.0,10.0
0,0.98212,0.98212,49106,0.0,894.0,0.98212,50,0,0,1.0,936.88,0.92,924.925925925926,50,3,imm2,rnr,1,50,90.0,10.0,10.0
1,0.987790046875,0.987790046875,49394,0.0,606.0,0.98788,50,0,0,1.0,883.3,0.86,832.3333333333334,50,3,imm2,rnr,1,50,90.0,10.0,10.0
2,0.9917489296875,0.9917489296875,49588,0.0,412.0,0.99176,50,0,0,1.0,848.88,0.84,805.4516129032259,50,3,imm2,rnr,1,50,90.0,10.0,10.0
3,0.99366,0.99366,49683,0.0,317.0,0.99366,50,0,0,1.0,900.26,0.88,805.4516129032259,50,3,imm2,rnr,1,50,90.0,10.0,10.0
4,0.982841390625,0.982841390625,49148,0.0,852.0,0.98296,50,0,0,1.0,903.72,0.88,891.8571428571429,50,3,imm2,rnr,1,50,90.0,10.0,10.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,10.0,10.0
6,0.999757989227295,0.999757989227295,49992,0.0,8.0,0.99984,50,0,0,1.0,958.64,0.92,861.0689655172414,50,3,imm2,rnr,1,50,90.0,10.0,10.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,50,90.0,10.0,10.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,10.0,10.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,10.0,10.0
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,5.0,90.0
1,0.9749310390625,0.9749310390625,48752,0.0,1248.0,0.97504,50,0,0,1.0,880.26,0.86,861.0689655172414,50,3,imm2,rnr,1,50,90.0,5.0,90.0
2,0.9902,0.9902,49510,0.0,490.0,0.9902,50,0,0,1.0,848.88,0.84,780.25,50,3,imm2,rnr,1,50,90.0,5.0,90.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,50,90.0,5.0,90.0
4,0.99016,0.99016,49508,0.0,492.0,0.99016,50,0,0,1.0,908.5,0.9,891.8571428571429,50,3,imm2,rnr,1,50,90.0,5.0,90.0
5,0.99436,0.99436,49718,0.0,282.0,0.99436,50,0,0,1.0,955.04,0.92,924.925925925926,50,3,imm2,rnr,1,50,90.0,5.0,90.0
6,0.99045002734375,0.99045002734375,49532,0.0,468.0,0.99064,50,0,0,1.0,888.56,0.88,832.3333333333334,50,3,imm2,rnr,1,50,90.0,5.0,90.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,50,90.0,5.0,90.0
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,5.0,90.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,5.0,90.0
0,0.97952,0.97952,48976,0.0,1024.0,0.97952,50,0,0,1.0,912.28,0.88,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,10.0
1,0.97306518359375,0.97306518359375,48658,0.0,1342.0,0.97316,50,0,0,1.0,922.18,0.9,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,10.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,190,15.0,15.0,10.0
3,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,885.0,0.88,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,10.0
4,0.994081388671875,0.994081388671875,49710,0.0,290.0,0.9942,50,0,0,1.0,876.78,0.86,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,10.0
5,0.99516,0.99516,49758,0.0,242.0,0.99516,50,0,0,1.0,955.04,0.92,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,10.0
6,0.981714080078125,0.981714080078125,49096,0.0,904.0,0.98192,50,0,0,1.0,889.0,0.84,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,10.0
7,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,918.72,0.88,832.3333333333334,50,3,imm2,rnr,1,190,15.0,15.0,10.0
8,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,924.96,0.92,891.8571428571429,50,3,imm2,rnr,1,190,15.0,15.0,10.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,15.0,15.0,10.0
0,0.98524,0.98524,49262,0.0,738.0,0.98524,50,0,0,1.0,906.56,0.88,891.8571428571429,50,3,imm2,rnr,1,90,40.0,15.0,90.0
1,0.9682510390625,0.9682510390625,48418,0.0,1582.0,0.96836,50,0,0,1.0,873.58,0.82,832.3333333333334,50,3,imm2,rnr,1,90,40.0,15.0,90.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,90,40.0,15.0,90.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,90,40.0,15.0,90.0
4,0.98716,0.98716,49358,0.0,642.0,0.98716,50,0,0,1.0,849.76,0.84,832.3333333333334,50,3,imm2,rnr,1,90,40.0,15.0,90.0
5,0.99436,0.99436,49718,0.0,282.0,0.99436,50,0,0,1.0,955.04,0.92,924.925925925926,50,3,imm2,rnr,1,90,40.0,15.0,90.0
6,0.982474080078125,0.982474080078125,49134,0.0,866.0,0.98268,50,0,0,1.0,928.24,0.88,861.0689655172414,50,3,imm2,rnr,1,90,40.0,15.0,90.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,90,40.0,15.0,90.0
8,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,924.96,0.92,891.8571428571429,50,3,imm2,rnr,1,90,40.0,15.0,90.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,90,40.0,15.0,90.0
0,0.99364,0.99364,49682,0.0,318.0,0.99364,50,0,0,1.0,965.36,0.96,960.5384615384615,50,3,imm2,rnr,1,50,40.0,5.0,30.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,50,40.0,5.0,30.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,50,40.0,5.0,30.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,50,40.0,5.0,30.0
4,0.97484,0.97484,48742,0.0,1258.0,0.97484,50,0,0,1.0,911.68,0.88,891.8571428571429,50,3,imm2,rnr,1,50,40.0,5.0,30.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,50,40.0,5.0,30.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,imm2,rnr,1,50,40.0,5.0,30.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,50,40.0,5.0,30.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,50,40.0,5.0,30.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,40.0,5.0,30.0
0,0.98212,0.98212,49106,0.0,894.0,0.98212,50,0,0,1.0,936.88,0.92,924.925925925926,50,3,imm2,rnr,1,190,90.0,10.0,30.0
1,0.9983696687011718,0.9983696687011718,49922,0.0,78.0,0.99844,50,0,0,1.0,912.66,0.9,861.0689655172414,50,3,imm2,rnr,1,190,90.0,10.0,30.0
2,0.9917489296875,0.9917489296875,49588,0.0,412.0,0.99176,50,0,0,1.0,848.88,0.84,805.4516129032259,50,3,imm2,rnr,1,190,90.0,10.0,30.0
3,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,914.64,0.88,832.3333333333334,50,3,imm2,rnr,1,190,90.0,10.0,30.0
4,0.98328,0.98328,49164,0.0,836.0,0.98328,50,0,0,1.0,943.24,0.92,924.925925925926,50,3,imm2,rnr,1,190,90.0,10.0,30.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,190,90.0,10.0,30.0
6,0.99105002734375,0.99105002734375,49562,0.0,438.0,0.99124,50,0,0,1.0,919.64,0.88,861.0689655172414,50,3,imm2,rnr,1,190,90.0,10.0,30.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,190,90.0,10.0,30.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,90.0,10.0,30.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,190,90.0,10.0,30.0
0,0.97952,0.97952,48976,0.0,1024.0,0.97952,50,0,0,1.0,912.28,0.88,891.8571428571429,50,3,imm2,rnr,1,190,15.0,10.0,10.0
1,0.971951416015625,0.971951416015625,48604,0.0,1396.0,0.97208,50,0,0,1.0,883.3,0.86,861.0689655172414,50,3,imm2,rnr,1,190,15.0,10.0,10.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,190,15.0,10.0,10.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,190,15.0,10.0,10.0
4,0.999081389038086,0.999081389038086,49960,0.0,40.0,0.9992,50,0,0,1.0,919.96,0.92,924.925925925926,50,3,imm2,rnr,1,190,15.0,10.0,10.0
5,0.99436,0.99436,49718,0.0,282.0,0.99436,50,0,0,1.0,955.04,0.92,924.925925925926,50,3,imm2,rnr,1,190,15.0,10.0,10.0
6,0.99105002734375,0.99105002734375,49562,0.0,438.0,0.99124,50,0,0,1.0,919.64,0.88,861.0689655172414,50,3,imm2,rnr,1,190,15.0,10.0,10.0
7,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,918.72,0.88,832.3333333333334,50,3,imm2,rnr,1,190,15.0,10.0,10.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,15.0,10.0,10.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,15.0,10.0,10.0
0,0.98212,0.98212,49106,0.0,894.0,0.98212,50,0,0,1.0,936.88,0.92,924.925925925926,50,3,imm2,rnr,1,190,90.0,5.0,30.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,190,90.0,5.0,30.0
2,0.99176,0.99176,49588,0.0,412.0,0.99176,50,0,0,1.0,887.36,0.88,861.0689655172414,50,3,imm2,rnr,1,190,90.0,5.0,30.0
3,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,914.64,0.88,832.3333333333334,50,3,imm2,rnr,1,190,90.0,5.0,30.0
4,0.98328,0.98328,49164,0.0,836.0,0.98328,50,0,0,1.0,943.24,0.92,924.925925925926,50,3,imm2,rnr,1,190,90.0,5.0,30.0
5,0.99436,0.99436,49718,0.0,282.0,0.99436,50,0,0,1.0,955.04,0.92,924.925925925926,50,3,imm2,rnr,1,190,90.0,5.0,30.0
6,0.99117002734375,0.99117002734375,49568,0.0,432.0,0.99136,50,0,0,1.0,927.84,0.92,861.0689655172414,50,3,imm2,rnr,1,190,90.0,5.0,30.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,190,90.0,5.0,30.0
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,190,90.0,5.0,30.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,90.0,5.0,30.0
0,0.99364,0.99364,49682,0.0,318.0,0.99364,50,0,0,1.0,965.36,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,5.0,30.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,190,40.0,5.0,30.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,190,40.0,5.0,30.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,190,40.0,5.0,30.0
4,0.97484,0.97484,48742,0.0,1258.0,0.97484,50,0,0,1.0,911.68,0.88,891.8571428571429,50,3,imm2,rnr,1,190,40.0,5.0,30.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,5.0,30.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,imm2,rnr,1,190,40.0,5.0,30.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,190,40.0,5.0,30.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,5.0,30.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,190,40.0,5.0,30.0
0,0.97596,0.97596,48798,0.0,1202.0,0.97596,50,0,0,1.0,802.64,0.78,805.4516129032259,50,3,imm2,rnr,1,190,15.0,5.0,30.0
1,0.96705103515625,0.96705103515625,48358,0.0,1642.0,0.96716,50,0,0,1.0,834.78,0.78,805.4516129032259,50,3,imm2,rnr,1,190,15.0,5.0,30.0
2,0.99672,0.99672,49836,0.0,164.0,0.99672,50,0,0,1.0,821.72,0.82,756.5757575757576,50,3,imm2,rnr,1,190,15.0,5.0,30.0
3,0.97488,0.97488,48744,0.0,1256.0,0.97488,50,0,0,1.0,890.86,0.82,832.3333333333334,50,3,imm2,rnr,1,190,15.0,5.0,30.0
4,0.9824,0.9824,49120,0.0,880.0,0.9824,50,0,0,1.0,771.76,0.72,734.2941176470588,50,3,imm2,rnr,1,190,15.0,5.0,30.0
5,0.9674,0.9674,48370,0.0,1630.0,0.9674,50,0,0,1.0,911.6,0.88,891.8571428571429,50,3,imm2,rnr,1,190,15.0,5.0,30.0
6,0.980714080078125,0.980714080078125,49046,0.0,954.0,0.98092,50,0,0,1.0,850.0,0.8,805.4516129032259,50,3,imm2,rnr,1,190,15.0,5.0,30.0
7,0.98972,0.98972,49486,0.0,514.0,0.98972,50,0,0,1.0,878.08,0.84,832.3333333333334,50,3,imm2,rnr,1,190,15.0,5.0,30.0
8,0.97994,0.97994,48997,0.0,1003.0,0.97994,50,0,0,1.0,797.86,0.78,805.4516129032259,50,3,imm2,rnr,1,190,15.0,5.0,30.0
9,0.98944,0.98944,49472,0.0,528.0,0.98944,50,0,0,1.0,909.18,0.9,891.8571428571429,50,3,imm2,rnr,1,190,15.0,5.0,30.0
0,0.98212,0.98212,49106,0.0,894.0,0.98212,50,0,0,1.0,936.88,0.92,924.925925925926,50,3,imm2,rnr,1,50,90.0,15.0,10.0
1,0.971951416015625,0.971951416015625,48604,0.0,1396.0,0.97208,50,0,0,1.0,883.3,0.86,861.0689655172414,50,3,imm2,rnr,1,50,90.0,15.0,10.0
2,0.9917489296875,0.9917489296875,49588,0.0,412.0,0.99176,50,0,0,1.0,848.88,0.84,805.4516129032259,50,3,imm2,rnr,1,50,90.0,15.0,10.0
3,0.99366,0.99366,49683,0.0,317.0,0.99366,50,0,0,1.0,900.26,0.88,805.4516129032259,50,3,imm2,rnr,1,50,90.0,15.0,10.0
4,0.982841390625,0.982841390625,49148,0.0,852.0,0.98296,50,0,0,1.0,903.72,0.88,891.8571428571429,50,3,imm2,rnr,1,50,90.0,15.0,10.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,15.0,10.0
6,0.9989979892578125,0.9989979892578125,49954,0.0,46.0,0.99908,50,0,0,1.0,919.4,0.88,832.3333333333334,50,3,imm2,rnr,1,50,90.0,15.0,10.0
7,0.98112,0.98112,49056,0.0,944.0,0.98112,50,0,0,1.0,900.4,0.8,780.25,50,3,imm2,rnr,1,50,90.0,15.0,10.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,50,90.0,15.0,10.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,50,90.0,15.0,10.0
0,0.98212,0.98212,49106,0.0,894.0,0.98212,50,0,0,1.0,936.88,0.92,924.925925925926,50,3,imm2,rnr,1,190,40.0,5.0,10.0
1,0.9983696687011718,0.9983696687011718,49922,0.0,78.0,0.99844,50,0,0,1.0,912.66,0.9,861.0689655172414,50,3,imm2,rnr,1,190,40.0,5.0,10.0
2,0.9917489296875,0.9917489296875,49588,0.0,412.0,0.99176,50,0,0,1.0,848.88,0.84,805.4516129032259,50,3,imm2,rnr,1,190,40.0,5.0,10.0
3,0.99944,0.99944,49972,0.0,28.0,0.99944,50,0,0,1.0,914.64,0.88,832.3333333333334,50,3,imm2,rnr,1,190,40.0,5.0,10.0
4,0.98328,0.98328,49164,0.0,836.0,0.98328,50,0,0,1.0,943.24,0.92,924.925925925926,50,3,imm2,rnr,1,190,40.0,5.0,10.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,5.0,10.0
6,0.9918100268554687,0.9918100268554687,49600,0.0,400.0,0.992,50,0,0,1.0,958.88,0.92,891.8571428571429,50,3,imm2,rnr,1,190,40.0,5.0,10.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,190,40.0,5.0,10.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,5.0,10.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,190,40.0,5.0,10.0
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,imm2,rnr,1,190,40.0,15.0,30.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,190,40.0,15.0,30.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,190,40.0,15.0,30.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,190,40.0,15.0,30.0
4,0.99952,0.99952,49976,0.0,24.0,0.99952,50,0,0,1.0,959.48,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,15.0,30.0
5,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,994.2,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,15.0,30.0
6,0.99105002734375,0.99105002734375,49562,0.0,438.0,0.99124,50,0,0,1.0,919.64,0.88,861.0689655172414,50,3,imm2,rnr,1,190,40.0,15.0,30.0
7,0.99024,0.99024,49512,0.0,488.0,0.99024,50,0,0,1.0,909.52,0.84,805.4516129032259,50,3,imm2,rnr,1,190,40.0,15.0,30.0
8,0.99456,0.99456,49728,0.0,272.0,0.99456,50,0,0,1.0,964.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,15.0,30.0
9,0.99756,0.99756,49878,0.0,122.0,0.99756,50,0,0,1.0,961.44,0.96,960.5384615384615,50,3,imm2,rnr,1,190,40.0,15.0,30.0
0,0.99364,0.99364,49682,0.0,318.0,0.99364,50,0,0,1.0,965.36,0.96,960.5384615384615,50,3,imm2,rnr,1,90,15.0,5.0,10.0
1,0.982531037109375,0.982531037109375,49132,0.0,868.0,0.98264,50,0,0,1.0,912.66,0.9,891.8571428571429,50,3,imm2,rnr,1,90,15.0,5.0,10.0
2,0.9917089296875,0.9917089296875,49586,0.0,414.0,0.99172,50,0,0,1.0,848.88,0.84,756.5757575757576,50,3,imm2,rnr,1,90,15.0,5.0,10.0
3,0.99948,0.99948,49974,0.0,26.0,0.99948,50,0,0,1.0,920.08,0.92,891.8571428571429,50,3,imm2,rnr,1,90,15.0,5.0,10.0
4,0.97484,0.97484,48742,0.0,1258.0,0.97484,50,0,0,1.0,911.68,0.88,891.8571428571429,50,3,imm2,rnr,1,90,15.0,5.0,10.0
