,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,diff_con,method,data,lookBack,maxCost,sigP,sigMeas
9,0.08862000000000003,0.0017541567695961995,4431,45569.0,45569.0,0.04636440686833597,50,0,2476,0.01979414093428345,18.705463182897862,0.0,18.68503937007874,50,5,KF,RW,1,10,50.0,3.0
0,0.09053999999999995,0.0017766875981161695,4527,45472.0,45473.0,0.04741704374057315,50,0,2498,0.019623233908948195,18.536891679748823,0.0,18.53125,50,5,KF,RW,1,10,50.0,5.0
1,0.09574000000000005,0.002020683832840861,4787,45213.0,45213.0,0.05027674792307773,50,0,2319,0.021105951878429716,20.049387927395525,0.0,19.990764063811923,50,5,KF,RW,1,10,50.0,5.0
2,0.09243999999999997,0.0018348551012306472,4622,45378.0,45378.0,0.04845981253538552,50,0,2469,0.019849146486701073,18.737594283445812,0.0,18.70055161544523,50,5,KF,RW,1,10,50.0,5.0
3,0.09726000000000001,0.0020020584602717167,4863,45137.0,45137.0,0.051115759378580365,50,0,2379,0.02058460271716756,19.575957184026347,0.0,19.5761316872428,50,5,KF,RW,1,10,50.0,5.0
4,0.09465999999999997,0.0019911653344551958,4733,45267.0,45267.0,0.04968142168851754,50,0,2327,0.02103491796381994,19.94026083298275,0.0,19.92925910422771,50,5,KF,RW,1,10,50.0,5.0
5,0.09597999999999995,0.0020104733975701717,4799,45201.0,45201.0,0.050409134357832376,50,0,2337,0.02094679514034353,19.913280268118978,0.0,19.903010033444815,50,5,KF,RW,1,10,50.0,5.0
6,0.08504,0.0016773175542406313,4252,45748.0,45748.0,0.04440823829218365,50,0,2485,0.01972386587771203,18.700986193293886,0.0,18.66955153422502,50,5,KF,RW,1,10,50.0,5.0
7,0.0897,0.0018187347931873479,4485,45515.0,45515.0,0.04695597550123017,50,0,2416,0.0202757502027575,19.14395782643958,0.0,19.11263073209976,50,5,KF,RW,1,10,50.0,5.0
8,0.08919999999999995,0.001810064935064935,4460,45540.0,45540.0,0.04668201800293071,50,0,2414,0.020292207792207792,19.261363636363637,0.0,19.193861066235865,50,5,KF,RW,1,10,50.0,5.0
9,0.08960000000000001,0.00177145116646896,4480,45520.0,45520.0,0.04690117252931323,50,0,2479,0.019770660340055358,18.68208778173191,0.0,18.64636542239686,50,5,KF,RW,1,10,50.0,5.0
0,0.08931999999999995,0.0017424892703862662,4466,45533.0,45534.0,0.04674824406226121,50,0,2513,0.019508388607101055,18.41513850955911,0.0,18.40240589833139,50,5,KF,RW,1,10,30.0,10.0
1,0.09575999999999996,0.001989198171998338,4788,45212.0,45212.0,0.050287778851405285,50,0,2357,0.02077274615704196,19.71707519734109,0.0,19.678246484698096,50,5,KF,RW,1,10,30.0,10.0
2,0.09153999999999995,0.0017956061200470773,4577,45423.0,45423.0,0.0479653752240026,50,0,2499,0.019615535504119264,18.487249901922322,0.0,18.447685725398678,50,5,KF,RW,1,10,30.0,10.0
3,0.09672000000000003,0.0019602756384272395,4836,45164.0,45164.0,0.050817536043041484,50,0,2417,0.020267531414673693,19.248479935143898,0.0,19.251113811259618,50,5,KF,RW,1,10,30.0,10.0
4,0.094808,0.0019875890985324948,4742,45246.0,45258.0,0.04978686768998173,50,0,2335,0.020964360587002098,19.868343815513626,0.0,19.833333333333332,50,5,KF,RW,1,10,30.0,10.0
5,0.09362000000000004,0.0019168714168714168,4681,45319.0,45319.0,0.049108782089614875,50,0,2392,0.020475020475020474,19.445536445536444,0.0,19.449897750511248,50,5,KF,RW,1,10,30.0,10.0
6,0.08557999999999999,0.0016701795472287275,4279,45721.0,45721.0,0.0447028342787894,50,0,2512,0.0195160031225605,18.488290398126463,0.0,18.440124416796266,50,5,KF,RW,1,10,30.0,10.0
7,0.08787999999999996,0.0017568972411035587,4394,45606.0,45606.0,0.04595945861138422,50,0,2451,0.019992003198720514,18.845661735305878,0.0,18.77848101265823,50,5,KF,RW,1,10,30.0,10.0
8,0.09004000000000001,0.0018022417934347478,4502,45498.0,45498.0,0.04714234853085929,50,0,2448,0.020016012810248198,18.985588470776623,0.0,18.9203187250996,50,5,KF,RW,1,10,30.0,10.0
9,0.08819999999999995,0.001707978311386522,4410,45587.0,45590.0,0.04613598083421386,50,0,2532,0.019364833462432222,18.264136328427576,0.0,18.26040061633282,50,5,KF,RW,1,10,30.0,10.0
0,0.08909999999999996,0.0017088607594936708,4455,45544.0,45545.0,0.046627731725697064,50,0,2557,0.019179133103183737,18.087073264288453,0.0,18.07668828691339,50,5,KF,RW,1,10,15.0,10.0
1,0.09703300000000004,0.0019730174867832453,4853,45139.0,45147.0,0.051009575463269535,50,0,2409,0.020333468889792598,19.28060187067914,0.0,19.234722784297855,50,5,KF,RW,1,10,15.0,10.0
2,0.08764000000000005,0.0016879815100154082,4382,45618.0,45618.0,0.04582819134472589,50,0,2546,0.01926040061633282,18.10747303543914,0.0,18.062142584826535,50,5,KF,RW,1,10,15.0,10.0
3,0.09614,0.001918196328810854,4807,45193.0,45193.0,0.05049741052388306,50,0,2456,0.019952114924181964,18.93335993615323,0.0,18.936204146730464,50,5,KF,RW,1,10,15.0,10.0
4,0.09256799999999998,0.0018968852459016394,4630,45360.0,45370.0,0.048552852348993286,50,0,2390,0.020491803278688523,19.400409836065574,0.0,19.36659877800407,50,5,KF,RW,1,10,15.0,10.0
5,0.09038000000000002,0.001800398406374502,4519,45481.0,45481.0,0.04732878792639373,50,0,2460,0.0199203187250996,18.905577689243028,0.0,18.904458598726116,50,5,KF,RW,1,10,15.0,10.0
6,0.08411999999999997,0.0016090283091048203,4206,45794.0,45794.0,0.04390671649581394,50,0,2564,0.019127773527161437,18.091048201989288,0.0,18.047619047619047,50,5,KF,RW,1,10,15.0,10.0
7,0.08889999999999998,0.0017295719844357977,4445,45555.0,45555.0,0.046517712312280884,50,0,2520,0.019455252918287938,18.330739299610894,0.0,18.26782273603083,50,5,KF,RW,1,10,15.0,10.0
8,0.09044775000000005,0.0017797668240850059,4523,45477.0,45477.0,0.047372665668171395,50,0,2491,0.01967729240456513,18.617866981503344,0.0,18.561815336463223,50,5,KF,RW,1,10,15.0,10.0
9,0.08543999999999996,0.001606015037593985,4272,45725.0,45728.0,0.044627840167145466,50,0,2610,0.018796992481203006,17.694736842105264,0.0,17.67762420620097,50,5,KF,RW,1,10,15.0,10.0
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
1,0.9999857218513489,0.9999857218513489,50000,0.0,0.0,1.0,50,0,0,1.0,996.0,0.96,924.925925925926,50,1,KF,RW,1,30,5.0,10.0
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
4,0.9967969616699218,0.9967969616699218,49842,0.0,158.0,0.99684,50,0,0,1.0,995.76,0.96,960.5384615384615,50,1,KF,RW,1,30,5.0,10.0
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
6,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,KF,RW,1,30,5.0,10.0
0,0.09104000000000001,0.0017914207005116096,4552,45447.0,45448.0,0.0476913889383637,50,0,2491,0.01967729240456513,18.590712317985044,0.0,18.584802193497847,50,5,KF,RW,1,10,30.0,5.0
1,0.09552000000000005,0.0020033557046979867,4776,45224.0,45224.0,0.050155423002604387,50,0,2334,0.02097315436241611,19.91694630872483,0.0,19.859407592824365,50,5,KF,RW,1,10,30.0,5.0
2,0.09109999999999996,0.001804675118858954,4555,45445.0,45445.0,0.047723820001047725,50,0,2474,0.019809825673534072,18.676307448494452,0.0,18.66181675186787,50,5,KF,RW,1,10,30.0,5.0
3,0.09652000000000005,0.0019706002449979584,4826,45174.0,45174.0,0.050707125895727824,50,0,2399,0.02041649652919559,19.407921600653328,0.0,19.408163265306122,50,5,KF,RW,1,10,30.0,5.0
4,0.09484000000000004,0.001988259958071279,4742,45258.0,45258.0,0.04978059585546621,50,0,2335,0.020964360587002098,19.870020964360588,0.0,19.859407592824365,50,5,KF,RW,1,10,30.0,5.0
5,0.09408000000000005,0.001960817007086286,4704,45296.0,45296.0,0.0493619879113499,50,0,2349,0.020842017507294707,19.812005002084202,0.0,19.815986677768525,50,5,KF,RW,1,10,30.0,5.0
6,0.08557999999999999,0.001685309176841276,4279,45721.0,45721.0,0.0447028342787894,50,0,2489,0.019692792437967704,18.66994879873966,0.0,18.638648860958366,50,5,KF,RW,1,10,30.0,5.0
7,0.08901999999999999,0.0017976575121163166,4451,45549.0,45549.0,0.046583428397994744,50,0,2426,0.020193861066235864,19.05210016155089,0.0,19.008003201280513,50,5,KF,RW,1,10,30.0,5.0
8,0.09199999999999997,0.0018600889607763849,4600,45400.0,45400.0,0.04821802935010482,50,0,2423,0.020218358269308533,19.187626364739184,0.0,19.120724346076457,50,5,KF,RW,1,10,30.0,5.0
9,0.08855999999999997,0.0017364705882352942,4428,45572.0,45572.0,0.04633156154522245,50,0,2500,0.0196078431372549,18.52,0.0,18.485580670303975,50,5,KF,RW,1,10,30.0,5.0
0,0.08931999999999995,0.0017424892703862662,4466,45533.0,45534.0,0.04674824406226121,50,0,2513,0.019508388607101055,18.41513850955911,0.0,18.40240589833139,50,5,KF,RW,1,10,15.0,5.0
1,0.09575999999999996,0.0019900249376558605,4788,45212.0,45212.0,0.050287778851405285,50,0,2356,0.020781379883624274,19.716126350789693,0.0,19.68680182043856,50,5,KF,RW,1,10,15.0,5.0
2,0.09153999999999995,0.0017956061200470773,4577,45423.0,45423.0,0.0479653752240026,50,0,2499,0.019615535504119264,18.48803452334249,0.0,18.470404984423677,50,5,KF,RW,1,10,15.0,5.0
3,0.09672000000000003,0.0019602756384272395,4836,45164.0,45164.0,0.050817536043041484,50,0,2417,0.020267531414673693,19.248479935143898,0.0,19.251113811259618,50,5,KF,RW,1,10,15.0,5.0
4,0.094808,0.0019875890985324948,4742,45246.0,45258.0,0.04978686768998173,50,0,2335,0.020964360587002098,19.868343815513626,0.0,19.833333333333332,50,5,KF,RW,1,10,15.0,5.0
5,0.09362000000000004,0.0019168714168714168,4681,45319.0,45319.0,0.049108782089614875,50,0,2392,0.020475020475020474,19.445536445536444,0.0,19.449897750511248,50,5,KF,RW,1,10,15.0,5.0
6,0.08557999999999999,0.0016695278969957083,4279,45721.0,45721.0,0.0447028342787894,50,0,2513,0.019508388607101055,18.47132266874756,0.0,18.440124416796266,50,5,KF,RW,1,10,15.0,5.0
7,0.08865537499999998,0.0017723985405837665,4438,45558.0,45562.0,0.04644299796981938,50,0,2451,0.019992003198720514,18.845661735305878,0.0,18.79414093428345,50,5,KF,RW,1,10,15.0,5.0
8,0.09004000000000001,0.0018022417934347478,4502,45498.0,45498.0,0.04714234853085929,50,0,2448,0.020016012810248198,18.985588470776623,0.0,18.9203187250996,50,5,KF,RW,1,10,15.0,5.0
9,0.08819999999999995,0.001707978311386522,4410,45587.0,45590.0,0.04613598083421386,50,0,2532,0.019364833462432222,18.264136328427576,0.0,18.26040061633282,50,5,KF,RW,1,10,15.0,5.0
0,0.08909999999999996,0.0017161016949152543,4455,45544.0,45545.0,0.046627731725697064,50,0,2546,0.01926040061633282,18.167950693374422,0.0,18.157088122605366,50,5,KF,RW,1,10,5.0,3.0
1,0.097773,0.001996997549019608,4890,45102.0,45110.0,0.0514184770036382,50,0,2398,0.02042483660130719,19.37173202614379,0.0,19.32520325203252,50,5,KF,RW,1,10,5.0,3.0
2,0.08728000000000002,0.001682343870470316,4364,45636.0,45636.0,0.04563135221046468,50,0,2544,0.01927525057825752,18.122976098689282,0.0,18.127773527161438,50,5,KF,RW,1,10,5.0,3.0
3,0.09675999999999996,0.001938301282051282,4838,45162.0,45162.0,0.050839620857064796,50,0,2446,0.020032051282051284,19.013221153846153,0.0,19.0160128102482,50,5,KF,RW,1,10,5.0,3.0
4,0.09254799999999996,0.0019169014084507042,4629,45361.0,45371.0,0.04854185673388492,50,0,2364,0.020712510356255178,19.62013256006628,0.0,19.601565718994642,50,5,KF,RW,1,10,5.0,3.0
5,0.09004000000000001,0.001802963556267521,4502,45498.0,45498.0,0.04714234853085929,50,0,2447,0.020024028834601523,19.00921105326392,0.0,19.008003201280513,50,5,KF,RW,1,10,5.0,3.0
6,0.08428000000000002,0.00161455938697318,4214,45786.0,45786.0,0.043993903075606036,50,0,2560,0.019157088122605363,18.115708812260536,0.0,18.083969465648856,50,5,KF,RW,1,10,5.0,3.0
7,0.08764000000000005,0.0017170846394984325,4382,45618.0,45618.0,0.04582819134472589,50,0,2502,0.019592476489028215,18.46708463949843,0.0,18.4325689856199,50,5,KF,RW,1,10,5.0,3.0
8,0.08909999999999996,0.0017615658362989323,4455,45545.0,45545.0,0.046627243707153695,50,0,2479,0.019770660340055358,18.69671807038355,0.0,18.66181675186787,50,5,KF,RW,1,10,5.0,3.0
9,0.08657999999999999,0.001635436343029845,4329,45628.0,45671.0,0.04526916802610114,50,0,2597,0.018889308651303362,17.788061956932378,0.0,17.789928598271327,50,5,KF,RW,1,10,5.0,3.0
0,0.09141999999999995,0.001720361309747836,4571,45428.0,45429.0,0.047899987425074404,50,0,2607,0.01881821603312006,17.721866767030484,0.0,17.71958068139274,50,5,KF,RW,1,10,5.0,5.0
1,0.09204000000000001,0.001824742268041237,4602,45398.0,45398.0,0.04824000503155203,50,0,2472,0.019825535289452814,18.779143536875495,0.0,18.70055161544523,50,5,KF,RW,1,10,5.0,5.0
2,0.08508893750000002,0.0015922331119011977,4255,45745.0,45745.0,0.044440962974567864,50,0,2622,0.0187125748502994,17.557634730538922,0.0,17.55976243504083,50,5,KF,RW,1,10,5.0,5.0
3,0.09330000000000005,0.0018344475029492724,4665,45335.0,45335.0,0.04893271096659149,50,0,2493,0.019661816751867872,18.64333464412112,0.0,18.64636542239686,50,5,KF,RW,1,10,5.0,5.0
4,0.0917,0.0018398876404494382,4585,45415.0,45415.0,0.04805324110464811,50,0,2442,0.020064205457463884,18.93820224719101,0.0,18.896538002387583,50,5,KF,RW,1,10,5.0,5.0
5,0.09048,0.0017616822429906542,4524,45476.0,45476.0,0.047383635678076165,50,0,2518,0.019470404984423675,18.427959501557634,0.0,18.4325689856199,50,5,KF,RW,1,10,5.0,5.0
6,0.08211999999999997,0.001529806259314456,4106,45894.0,45894.0,0.042818111664963396,50,0,2634,0.018628912071535022,17.577868852459016,0.0,17.53911753800519,50,5,KF,RW,1,10,5.0,5.0
7,0.08818000000000004,0.0016637735849056605,4409,45591.0,45591.0,0.04612358904080928,50,0,2600,0.018867924528301886,17.76566037735849,0.0,17.65671641791045,50,5,KF,RW,1,10,5.0,5.0
8,0.09101999999999999,0.001747024952015355,4551,45449.0,45449.0,0.04767991283303125,50,0,2555,0.019193857965451054,18.12207293666027,0.0,18.091256204658265,50,5,KF,RW,1,10,5.0,5.0
9,0.08657999999999999,0.0015921294593600587,4329,45671.0,45671.0,0.04524882148195378,50,0,2669,0.018389113644722323,17.319602795145276,0.0,17.27485380116959,50,5,KF,RW,1,10,5.0,5.0
0,0.76088,0.3279655172413793,38044,11956.0,11956.0,0.61404867970818,50,0,66,0.43103448275862066,430.0344827586207,0.11206896551724138,430.0344827586207,50,1,KF,RW,1,10,5.0,5.0
1,0.755732859375,0.3466664492545872,37787,12213.0,12213.0,0.6073810939835725,50,0,59,0.45871559633027525,456.3394495412844,0.12844036697247707,441.4778761061947,50,1,KF,RW,1,10,5.0,5.0
2,0.80386,0.4368804347826087,40193,9807.0,9807.0,0.6720450783353119,50,0,42,0.5434782608695652,542.4782608695652,0.22826086956521738,542.4782608695652,50,1,KF,RW,1,10,5.0,5.0
3,0.7490399999999999,0.3314336283185841,37452,12548.0,12548.0,0.5987721429941805,50,0,63,0.4424778761061947,441.4778761061947,0.13274336283185842,441.4778761061947,50,1,KF,RW,1,10,5.0,5.0
4,0.74929696875,0.35344196639150943,37467,12375.0,12533.0,0.6006733466933868,50,0,56,0.4716981132075472,469.1698113207547,0.14150943396226415,461.962962962963,50,1,KF,RW,1,10,5.0,5.0
5,0.74552,0.35166037735849054,37276,12724.0,12724.0,0.5942860786939609,50,0,56,0.4716981132075472,470.6981132075472,0.1320754716981132,470.6981132075472,50,1,KF,RW,1,10,5.0,5.0
6,0.80352,0.38262857142857143,40176,9824.0,9824.0,0.6715699384862263,50,0,55,0.47619047619047616,475.1904761904762,0.1619047619047619,475.1904761904762,50,1,KF,RW,1,10,5.0,5.0
7,0.71482,0.28365873015873017,35741,14259.0,14259.0,0.5562022440436359,50,0,76,0.3968253968253968,395.8253968253968,0.07142857142857142,395.8253968253968,50,1,KF,RW,1,10,5.0,5.0
8,0.66918,0.255412213740458,33459,16541.0,16541.0,0.5028328399032176,50,0,81,0.3816793893129771,380.6793893129771,0.061068702290076333,380.6793893129771,50,1,KF,RW,1,10,5.0,5.0
9,0.7807,0.3548636363636364,39035,10965.0,10965.0,0.6402854096612811,50,0,60,0.45454545454545453,453.54545454545456,0.13636363636363635,453.54545454545456,50,1,KF,RW,1,10,5.0,5.0
0,0.08831999999999995,0.0015879180151024811,4416,45583.0,45584.0,0.0462006842220897,50,0,2731,0.017979144192736426,16.90039554117224,0.0,16.88908765652952,50,5,KF,RW,1,10,5.0,10.0
1,0.08542000000000005,0.001608662900188324,4271,45727.0,45729.0,0.044616461395426577,50,0,2605,0.018832391713747645,17.777024482109226,0.0,17.7125748502994,50,5,KF,RW,1,10,5.0,10.0
2,0.08353999999999995,0.0014854196301564723,4177,45823.0,45823.0,0.04359078718053077,50,0,2762,0.017780938833570414,16.660028449502132,0.0,16.59943681802182,50,5,KF,RW,1,10,5.0,10.0
3,0.08616000000000001,0.0016068631107795598,4308,45692.0,45692.0,0.04501943736153492,50,0,2631,0.01864975755315181,17.632226781051845,0.0,17.635855385762206,50,5,KF,RW,1,10,5.0,10.0
4,0.08686000000000005,0.0016544761904761904,4343,45654.0,45657.0,0.045403224120266795,50,0,2575,0.01904761904761905,17.914666666666665,0.0,17.87504718761797,50,5,KF,RW,1,10,5.0,10.0
5,0.08731999999999995,0.0016069193963930805,4366,45634.0,45634.0,0.045653219566263045,50,0,2667,0.01840264998159735,17.362532204637468,0.0,17.368846436443793,50,5,KF,RW,1,10,5.0,10.0
6,0.07552000000000003,0.001341862117981521,3776,46224.0,46224.0,0.0392417692051879,50,0,2764,0.017768301350390904,16.740938166311302,0.0,16.6678445229682,50,5,KF,RW,1,10,5.0,10.0
7,0.08250000000000002,0.0014679715302491102,4125,45875.0,45875.0,0.04302477183833116,50,0,2760,0.017793594306049824,16.70320284697509,0.0,16.624250969333804,50,5,KF,RW,1,10,5.0,10.0
8,0.08399999999999996,0.0015283842794759825,4200,45800.0,45800.0,0.04384133611691023,50,0,2698,0.018195050946142648,17.133551673944687,0.0,17.096272167933407,50,5,KF,RW,1,10,5.0,10.0
9,0.08357999999999999,0.0014688927943760984,4179,45821.0,45821.0,0.04361256926978428,50,0,2795,0.01757469244288225,16.503339191564148,0.0,16.445917655268666,50,5,KF,RW,1,10,5.0,10.0
0,0.16974,0.00790959925442684,8487,41513.0,41513.0,0.09274092205479002,50,0,1023,0.046598322460391424,45.5116495806151,0.0,45.2962962962963,50,3,KF,RW,1,10,5.0,3.0
1,0.16396,0.007521100917431193,8198,41802.0,41802.0,0.08930088669092176,50,0,1040,0.045871559633027525,44.7045871559633,0.0,44.578851412944395,50,3,KF,RW,1,10,5.0,3.0
2,0.18233999999999995,0.008457328385899814,9117,40883.0,40883.0,0.10031579063191136,50,0,1028,0.04638218923933209,45.21057513914657,0.0,45.125461254612546,50,3,KF,RW,1,10,5.0,3.0
3,0.17137999999999998,0.007685201793721973,8569,41431.0,41431.0,0.09372094803731776,50,0,1065,0.04484304932735426,43.63677130044843,0.0,43.44444444444444,50,3,KF,RW,1,10,5.0,3.0
4,0.1633,0.007322869955156951,8165,41827.0,41835.0,0.08891720300129592,50,0,1065,0.04484304932735426,43.23497757847534,0.0,43.091710758377424,50,3,KF,RW,1,10,5.0,3.0
5,0.17359999999999998,0.008165569143932266,8680,41320.0,41320.0,0.09505037231712658,50,0,1013,0.047036688617121354,45.99247412982126,0.0,45.860356138706656,50,3,KF,RW,1,10,5.0,3.0
6,0.17863862500000005,0.008032312275179856,8934,41049.0,41066.0,0.09812298872035936,50,0,1062,0.044964028776978415,43.47571942446043,0.0,43.52359750667854,50,3,KF,RW,1,10,5.0,3.0
7,0.17015999999999998,0.007651079136690647,8508,41492.0,41492.0,0.09299173698246842,50,0,1062,0.044964028776978415,43.85071942446043,0.0,43.84304932735426,50,3,KF,RW,1,10,5.0,3.0
8,0.1739023125,0.007890304559891106,8697,41240.0,41303.0,0.09532003507233669,50,0,1052,0.045372050816696916,44.13157894736842,0.0,43.96402877697842,50,3,KF,RW,1,10,5.0,3.0
9,0.1526880625,0.007036316244239631,7642,42341.0,42358.0,0.082758471318266,50,0,1035,0.04608294930875576,44.49400921658986,0.0,44.08566275924256,50,3,KF,RW,1,10,5.0,3.0
0,0.1713,0.008235576923076924,8565,41435.0,41435.0,0.09367310111007819,50,0,990,0.04807692307692308,46.9875,0.0,46.75549188156638,50,3,KF,RW,1,10,50.0,3.0
1,0.1755,0.008317535545023697,8775,41225.0,41225.0,0.09619073718827076,50,0,1005,0.04739336492890995,46.32890995260664,0.0,46.16981132075472,50,3,KF,RW,1,10,50.0,3.0
2,0.18386000000000002,0.008925242718446602,9193,40807.0,40807.0,0.10123668880152412,50,0,980,0.04854368932038835,47.414563106796116,0.0,47.262548262548265,50,3,KF,RW,1,10,50.0,3.0
3,0.18601999999999996,0.00853302752293578,9301,40699.0,40699.0,0.10254798840119517,50,0,1040,0.045871559633027525,44.626605504587154,0.0,44.49590536851683,50,3,KF,RW,1,10,50.0,3.0
4,0.17685487499999997,0.00827972261235955,8849,41103.0,41151.0,0.09713181783256314,50,0,1018,0.04681647940074907,45.258426966292134,0.0,45.33920296570899,50,3,KF,RW,1,10,50.0,3.0
5,0.18047999999999997,0.008838393731635651,9024,40976.0,40976.0,0.09919099542736545,50,0,971,0.04897159647404505,47.97061704211557,0.0,47.923679060665364,50,3,KF,RW,1,10,50.0,3.0
6,0.18183862500000003,0.00845761046511628,9094,40889.0,40906.0,0.10005611240084059,50,0,1025,0.046511627906976744,45.1246511627907,0.0,45.21072088724584,50,3,KF,RW,1,10,50.0,3.0
7,0.16991999999999996,0.00794018691588785,8496,41504.0,41504.0,0.0928484000699423,50,0,1020,0.04672897196261682,45.67196261682243,0.0,45.68534080298786,50,3,KF,RW,1,10,50.0,3.0
8,0.18332106250000002,0.008614711583646616,9168,40736.0,40832.0,0.10104038088520544,50,0,1014,0.046992481203007516,45.65883458646616,0.0,45.554934823091244,50,3,KF,RW,1,10,50.0,3.0
9,0.16796,0.007922641509433963,8398,41590.0,41602.0,0.09169123266732176,50,0,1010,0.04716981132075472,45.68018867924528,0.0,45.25346901017576,50,3,KF,RW,1,10,50.0,3.0
0,0.17144000000000004,0.0082502406159769,8572,41428.0,41428.0,0.09375683598022487,50,0,989,0.04812319538017324,47.03368623676612,0.0,46.80114722753346,50,3,KF,RW,1,10,30.0,3.0
1,0.17710000000000004,0.008417300380228136,8855,41145.0,41145.0,0.09715288825497834,50,0,1002,0.04752851711026616,46.463878326996195,0.0,46.30368968779565,50,3,KF,RW,1,10,30.0,3.0
2,0.18328,0.008923076923076922,9164,40836.0,40836.0,0.10088511162975032,50,0,977,0.04868549172346641,47.55598831548198,0.0,47.4027105517909,50,3,KF,RW,1,10,30.0,3.0
3,0.18254000000000004,0.008358058608058608,9127,40873.0,40873.0,0.10043687343875518,50,0,1042,0.045787545787545784,44.54304029304029,0.0,44.41326067211626,50,3,KF,RW,1,10,30.0,3.0
4,0.17375487499999998,0.008096685694315004,8694,41258.0,41306.0,0.09526836003418879,50,0,1023,0.046598322460391424,45.04287045666356,0.0,45.125461254612546,50,3,KF,RW,1,10,30.0,3.0
5,0.18198000000000003,0.008877073170731707,9099,40901.0,40901.0,0.10009790871387554,50,0,975,0.04878048780487805,47.77951219512195,0.0,47.732943469785575,50,3,KF,RW,1,10,30.0,3.0
6,0.18177862499999997,0.00845481976744186,9091,40892.0,40909.0,0.10001980372309995,50,0,1025,0.046511627906976744,45.074418604651164,0.0,45.04051565377532,50,3,KF,RW,1,10,30.0,3.0
7,0.16984,0.007855689176688252,8492,41508.0,41508.0,0.09280062945316256,50,0,1031,0.04625346901017576,45.19703977798335,0.0,45.21072088724584,50,3,KF,RW,1,10,30.0,3.0
8,0.1815210625,0.008506141635426429,9078,40826.0,40922.0,0.0999493537092903,50,0,1017,0.046860356138706656,45.52764761012184,0.0,45.425255338904364,50,3,KF,RW,1,10,30.0,3.0
9,0.16391999999999995,0.007717514124293785,8196,41794.0,41804.0,0.08928688149552258,50,0,1012,0.047080979284369114,45.59227871939736,0.0,45.08294930875576,50,3,KF,RW,1,10,30.0,3.0
0,0.16725999999999996,0.00800287081339713,8363,41637.0,41637.0,0.09126226305968113,50,0,995,0.04784688995215311,46.757894736842104,0.0,46.52851711026616,50,3,KF,RW,1,10,30.0,5.0
1,0.17422000000000004,0.008202448210922787,8711,41289.0,41289.0,0.09542223049874574,50,0,1012,0.047080979284369114,46.016949152542374,0.0,45.860356138706656,50,3,KF,RW,1,10,30.0,5.0
2,0.18466000000000005,0.008886429258902791,9233,40767.0,40767.0,0.10172199147267179,50,0,989,0.04812319538017324,46.9451395572666,0.0,46.84688995215311,50,3,KF,RW,1,10,30.0,5.0
3,0.18510000000000004,0.008537822878228782,9255,40745.0,40745.0,0.10198909030800594,50,0,1034,0.046125461254612546,44.87915129151291,0.0,44.74565416285453,50,3,KF,RW,1,10,30.0,5.0
4,0.173292,0.008037662337662338,8674,41292.0,41326.0,0.09501380186653814,50,0,1028,0.04638218923933209,44.824675324675326,0.0,44.662100456621005,50,3,KF,RW,1,10,30.0,5.0
5,0.18213999999999997,0.008902248289345063,9107,40893.0,40893.0,0.10019473446800084,50,0,973,0.04887585532746823,47.87487781036168,0.0,47.828125,50,3,KF,RW,1,10,30.0,5.0
6,0.18189862499999998,0.008507887043966324,9097,40886.0,40903.0,0.1000924234755628,50,0,1019,0.04677268475210477,45.333021515434986,0.0,45.2962962962963,50,3,KF,RW,1,10,30.0,5.0
7,0.17022000000000004,0.007865988909426988,8511,41489.0,41489.0,0.09302757708576988,50,0,1032,0.04621072088724584,45.154343807763404,0.0,45.16805170821792,50,3,KF,RW,1,10,30.0,5.0
8,0.18156106250000004,0.008515997303001876,9080,40824.0,40920.0,0.0999735752664494,50,0,1016,0.04690431519699812,45.571294559099435,0.0,45.468401486988846,50,3,KF,RW,1,10,30.0,5.0
9,0.16488000000000003,0.007792060491493384,8244,41746.0,41756.0,0.08985677849715519,50,0,1008,0.04725897920604915,45.768431001890356,0.0,45.25346901017576,50,3,KF,RW,1,10,30.0,5.0
