,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas,sigPos
9,0.98472,0.98472,49236,0.0,764.0,0.98472,50,0,0,1.0,787.92,0.78,683.931506849315,50,5,imm3,rnr,1,190,15.0,15.0,30.0
0,0.95048,0.95048,47524,0.0,2476.0,0.95048,50,0,0,1.0,816.12,0.76,780.25,50,5,imm3,rnr,1,90,15.0,15.0,90.0
1,0.97268,0.97268,48634,0.0,1366.0,0.97268,50,0,0,1.0,738.74,0.72,674.6756756756756,50,5,imm3,rnr,1,90,15.0,15.0,90.0
2,0.991130130859375,0.991130130859375,49558,0.0,442.0,0.99116,50,0,0,1.0,927.88,0.92,924.925925925926,50,5,imm3,rnr,1,90,15.0,15.0,90.0
3,0.99352,0.99352,49676,0.0,324.0,0.99352,50,0,0,1.0,845.48,0.84,861.0689655172414,50,5,imm3,rnr,1,90,15.0,15.0,90.0
4,0.9454,0.9454,47270,0.0,2730.0,0.9454,50,0,0,1.0,626.04,0.6,580.3953488372093,50,5,imm3,rnr,1,90,15.0,15.0,90.0
5,0.97622,0.97622,48811,0.0,1189.0,0.97622,50,0,0,1.0,702.22,0.68,674.6756756756756,50,5,imm3,rnr,1,90,15.0,15.0,90.0
6,0.95275016796875,0.95275016796875,47638,0.0,2362.0,0.95276,50,0,0,1.0,728.94,0.62,693.4444444444445,50,5,imm3,rnr,1,90,15.0,15.0,90.0
7,0.9554546796875,0.9554546796875,47781,0.0,2219.0,0.95562,50,0,0,1.0,693.58,0.62,594.2380952380952,50,5,imm3,rnr,1,90,15.0,15.0,90.0
8,0.9472451484375,0.9472451484375,47368,0.0,2632.0,0.94736,50,0,0,1.0,742.68,0.68,665.6666666666666,50,5,imm3,rnr,1,90,15.0,15.0,90.0
9,0.97992,0.97992,48996,0.0,1004.0,0.97992,50,0,0,1.0,691.42,0.68,640.025641025641,50,5,imm3,rnr,1,90,15.0,15.0,90.0
0,0.9740800000000001,0.97408,48704,0.0,1296.0,0.97408,50,0,0,1.0,866.08,0.84,832.3333333333334,50,5,imm3,rnr,1,190,90.0,5.0,10.0
1,0.9952,0.9952,49760,0.0,240.0,0.9952,50,0,0,1.0,829.96,0.82,780.25,50,5,imm3,rnr,1,190,90.0,5.0,10.0
2,0.98416,0.98416,49208,0.0,792.0,0.98416,50,0,0,1.0,911.64,0.88,891.8571428571429,50,5,imm3,rnr,1,190,90.0,5.0,10.0
3,0.9994,0.9994,49970,0.0,30.0,0.9994,50,0,0,1.0,900.44,0.9,832.3333333333334,50,5,imm3,rnr,1,190,90.0,5.0,10.0
4,0.99776,0.99776,49888,0.0,112.0,0.99776,50,0,0,1.0,739.72,0.72,674.6756756756756,50,5,imm3,rnr,1,190,90.0,5.0,10.0
5,0.99776,0.99776,49888,0.0,112.0,0.99776,50,0,0,1.0,861.08,0.86,805.4516129032259,50,5,imm3,rnr,1,190,90.0,5.0,10.0
6,0.9893101689453125,0.9893101689453125,49466,0.0,534.0,0.98932,50,0,0,1.0,870.22,0.86,832.3333333333334,50,5,imm3,rnr,1,190,90.0,5.0,10.0
7,0.9858,0.9858,49290,0.0,710.0,0.9858,50,0,0,1.0,853.2,0.84,861.0689655172414,50,5,imm3,rnr,1,190,90.0,5.0,10.0
8,0.98287513671875,0.98287513671875,49149,0.0,851.0,0.98298,50,0,0,1.0,796.46,0.78,713.2857142857143,50,5,imm3,rnr,1,190,90.0,5.0,10.0
9,0.9835,0.9835,49175,0.0,825.0,0.9835,50,0,0,1.0,749.34,0.74,656.8947368421053,50,5,imm3,rnr,1,190,90.0,5.0,10.0
0,0.48652796875000004,0.015494521297770701,24329,25271.0,25671.0,0.32321876951282696,50,0,1520,0.03184713375796178,26.485987261146498,0.0,29.921459492888065,50,5,imm3,rnr,1,50,90.0,5.0,90.0
1,0.44332000000000005,0.01625073313782991,22166,26771.0,27834.0,0.28872881687095386,50,0,1314,0.036656891495601175,28.00073313782991,0.0,33.55425017277125,50,5,imm3,rnr,1,50,90.0,5.0,90.0
2,0.4656,0.014799745708836617,23280,26194.0,26720.0,0.30553586896606033,50,0,1523,0.03178639542275906,27.35346471710108,0.0,30.191515907673114,50,5,imm3,rnr,1,50,90.0,5.0,90.0
3,0.5435,0.017080452545568826,27175,22647.0,22825.0,0.37406912880091403,50,0,1541,0.03142677561282212,25.373350094280326,0.0006285355122564425,29.56234718826406,50,5,imm3,rnr,1,50,90.0,5.0,90.0
4,0.52552,0.020290347490347492,26276,23025.0,23724.0,0.3598219787743923,50,0,1245,0.03861003861003861,27.474131274131274,0.0,35.36363636363637,50,5,imm3,rnr,1,50,90.0,5.0,90.0
5,0.46919999999999995,0.01420096852300242,23460,26147.0,26540.0,0.3080883028878354,50,0,1602,0.03026634382566586,25.70762711864407,0.0006053268765133172,28.41176470588235,50,5,imm3,rnr,1,50,90.0,5.0,90.0
6,0.5502400000000001,0.025240366972477064,27512,22111.0,22488.0,0.38152292992747294,50,0,1040,0.045871559633027525,38.565137614678896,0.0009174311926605505,43.36557231588287,50,5,imm3,rnr,1,50,90.0,5.0,90.0
7,0.49793393750000003,0.017821543933428777,24898,24901.0,25102.0,0.3324121173282066,50,0,1347,0.03579098067287044,29.690765926986398,0.0007158196134574087,33.72222222222222,50,5,imm3,rnr,1,50,90.0,5.0,90.0
8,0.51378,0.023080862533692723,25689,23757.0,24311.0,0.34829236547039605,50,0,1063,0.044923629829290206,35.34770889487871,0.0,41.08754208754209,50,5,imm3,rnr,1,50,90.0,5.0,90.0
9,0.51508,0.015751681957186545,25754,24065.0,24246.0,0.34772159589549717,50,0,1585,0.03058103975535168,25.612844036697247,0.0006116207951070336,28.815146094215862,50,5,imm3,rnr,1,50,90.0,5.0,90.0
0,0.96772,0.96772,48386,0.0,1614.0,0.96772,50,0,0,1.0,901.1,0.86,832.3333333333334,50,5,imm3,rnr,1,190,90.0,10.0,10.0
1,0.99552,0.99552,49776,0.0,224.0,0.99552,50,0,0,1.0,849.92,0.84,805.4516129032259,50,5,imm3,rnr,1,190,90.0,10.0,10.0
2,0.98416,0.98416,49208,0.0,792.0,0.98416,50,0,0,1.0,911.64,0.88,891.8571428571429,50,5,imm3,rnr,1,190,90.0,10.0,10.0
3,0.99996,0.99996,49998,0.0,2.0,0.99996,50,0,0,1.0,959.8,0.96,924.925925925926,50,5,imm3,rnr,1,190,90.0,10.0,10.0
4,0.9968,0.9968,49840,0.0,160.0,0.9968,50,0,0,1.0,725.88,0.7,640.025641025641,50,5,imm3,rnr,1,190,90.0,10.0,10.0
5,0.99748,0.99748,49874,0.0,126.0,0.99748,50,0,0,1.0,861.14,0.86,832.3333333333334,50,5,imm3,rnr,1,190,90.0,10.0,10.0
6,0.98383016796875,0.98383016796875,49192,0.0,808.0,0.98384,50,0,0,1.0,867.48,0.84,805.4516129032259,50,5,imm3,rnr,1,190,90.0,10.0,10.0
7,0.9858,0.9858,49290,0.0,710.0,0.9858,50,0,0,1.0,853.2,0.84,861.0689655172414,50,5,imm3,rnr,1,190,90.0,10.0,10.0
8,0.98295513671875,0.98295513671875,49153,0.0,847.0,0.98306,50,0,0,1.0,835.94,0.82,756.5757575757576,50,5,imm3,rnr,1,190,90.0,10.0,10.0
9,0.98898,0.98898,49449,0.0,551.0,0.98898,50,0,0,1.0,823.66,0.82,723.6376811594203,50,5,imm3,rnr,1,190,90.0,10.0,10.0
0,0.31214,0.0028070143884892087,15607,34036.0,34393.0,0.18571802560807274,50,0,5510,0.008992805755395683,7.444784172661871,0.0,7.857395925597874,50,7,imm3,rnr,1,50,40.0,15.0,10.0
1,0.27769999999999995,0.002484344247629272,13885,35997.0,36115.0,0.16145912066700002,50,0,5539,0.008946144211844694,7.442834138486313,0.0,7.8198976891868055,50,7,imm3,rnr,1,50,40.0,15.0,10.0
2,0.32899999999999996,0.0029254846167526233,16450,33478.0,33550.0,0.19705790747262752,50,0,5573,0.008892050506846879,7.520718477680953,0.0,7.736676568233444,50,7,imm3,rnr,1,50,40.0,15.0,10.0
3,0.32586000000000004,0.0030957628728861867,16293,33631.0,33707.0,0.19482010259353588,50,0,5213,0.009500285008550257,7.736462093862816,0.0,8.326618168252192,50,7,imm3,rnr,1,50,40.0,15.0,10.0
4,0.32565999999999995,0.003297488861887404,16283,33717.0,33717.0,0.19450051960772602,50,0,4888,0.01012555690562981,8.741595787768327,0.0,8.974067424695791,50,7,imm3,rnr,1,50,40.0,15.0,10.0
5,0.29745999999999995,0.0025217022719565955,14873,34929.0,35127.0,0.1751227495908347,50,0,5848,0.0084774499830451,6.879281112241438,0.0,7.3361120373457815,50,7,imm3,rnr,1,50,40.0,15.0,10.0
6,0.32186000000000003,0.0031272833268558104,16093,33637.0,33907.0,0.19241484032186712,50,0,5096,0.00971628449280995,7.759036144578313,0.0,8.484066767830045,50,7,imm3,rnr,1,50,40.0,15.0,10.0
7,0.34763999999999995,0.0036663151233916895,17382,32602.0,32618.0,0.21043074017578267,50,0,4691,0.01054629824931449,9.12043872600717,0.0,9.412328196584756,50,7,imm3,rnr,1,50,40.0,15.0,10.0
8,0.31294,0.002744606209436941,15647,34313.0,34353.0,0.18558229454532515,50,0,5651,0.00877039115944571,7.324855288545869,0.0,7.643042350907519,50,7,imm3,rnr,1,50,40.0,15.0,10.0
9,0.33158,0.003156702208682407,16579,33323.0,33421.0,0.1989726726114038,50,0,5202,0.00952018278750952,7.402703731911653,0.0,8.33009889904833,50,7,imm3,rnr,1,50,40.0,15.0,10.0
0,0.96772,0.96772,48386,0.0,1614.0,0.96772,50,0,0,1.0,890.52,0.86,805.4516129032259,50,5,imm3,rnr,1,190,40.0,10.0,30.0
1,0.99548,0.99548,49774,0.0,226.0,0.99548,50,0,0,1.0,816.28,0.8,756.5757575757576,50,5,imm3,rnr,1,190,40.0,10.0,30.0
2,0.98792,0.98792,49396,0.0,604.0,0.98792,50,0,0,1.0,947.88,0.92,924.925925925926,50,5,imm3,rnr,1,190,40.0,10.0,30.0
3,0.99996,0.99996,49998,0.0,2.0,0.99996,50,0,0,1.0,959.8,0.96,924.925925925926,50,5,imm3,rnr,1,190,40.0,10.0,30.0
4,0.99812,0.99812,49906,0.0,94.0,0.99812,50,0,0,1.0,725.88,0.7,656.8947368421053,50,5,imm3,rnr,1,190,40.0,10.0,30.0
5,0.9975,0.9975,49875,0.0,125.0,0.9975,50,0,0,1.0,861.12,0.86,832.3333333333334,50,5,imm3,rnr,1,190,40.0,10.0,30.0
6,0.994,0.994,49700,0.0,300.0,0.994,50,0,0,1.0,914.04,0.88,891.8571428571429,50,5,imm3,rnr,1,190,40.0,10.0,30.0
7,0.9978939318847656,0.9978939318847656,49896,0.0,104.0,0.99792,50,0,0,1.0,892.72,0.88,861.0689655172414,50,5,imm3,rnr,1,190,40.0,10.0,30.0
8,0.98369513671875,0.98369513671875,49190,0.0,810.0,0.9838,50,0,0,1.0,855.36,0.84,861.0689655172414,50,5,imm3,rnr,1,190,40.0,10.0,30.0
9,0.98504,0.98504,49252,0.0,748.0,0.98504,50,0,0,1.0,807.6,0.8,703.2253521126761,50,5,imm3,rnr,1,190,40.0,10.0,30.0
0,0.31216,0.0028127590556857093,15608,34036.0,34392.0,0.18572992527012233,50,0,5499,0.009010632546404758,7.561542620291944,0.0,7.8920505068468785,50,7,imm3,rnr,1,50,15.0,5.0,10.0
1,0.27769999999999995,0.00248523357794881,13885,35997.0,36115.0,0.16145912066700002,50,0,5537,0.008949346697691068,7.408806157150528,0.0,7.818342151675485,50,7,imm3,rnr,1,50,15.0,5.0,10.0
2,0.32899999999999996,0.0029228855721393034,16450,33477.0,33550.0,0.1970602680977994,50,0,5578,0.008884150675195452,7.455223880597015,0.0,7.732099196646874,50,7,imm3,rnr,1,50,15.0,5.0,10.0
3,0.32587999999999995,0.0030953647416413375,16294,33631.0,33706.0,0.19483205988210114,50,0,5214,0.009498480243161094,7.75,0.0,8.33009889904833,50,7,imm3,rnr,1,50,15.0,5.0,10.0
4,0.32565999999999995,0.003274281118037402,16283,33717.0,33717.0,0.19450051960772602,50,0,4923,0.010054293183189221,8.694349487231047,0.0,8.889240506329115,50,7,imm3,rnr,1,50,15.0,5.0,10.0
5,0.28656000000000004,0.0024338372685578395,14328,35328.0,35672.0,0.16791674479654978,50,0,5837,0.008493290300662476,6.858501783590963,0.0,7.347245409015025,50,7,imm3,rnr,1,50,15.0,5.0,10.0
6,0.32184,0.0031283048211508554,16092,33499.0,33908.0,0.19272087090863363,50,0,5094,0.009720062208398134,7.818623639191291,0.0,8.4948727687049,50,7,imm3,rnr,1,50,15.0,5.0,10.0
7,0.34763999999999995,0.003681847066299513,17382,32602.0,32618.0,0.21043074017578267,50,0,4671,0.010590976488032196,9.149120948951493,0.0,9.447137484329295,50,7,imm3,rnr,1,50,15.0,5.0,10.0
8,0.31348,0.002751755617977528,15674,34286.0,34326.0,0.18596208148446955,50,0,5646,0.00877808988764045,7.337780898876405,0.0,7.64902266043937,50,7,imm3,rnr,1,50,15.0,5.0,10.0
9,0.33498275,0.0032000644822315627,16753,33129.0,33247.0,0.2015301519325386,50,0,5184,0.009552923194497517,7.447841039358043,0.0,8.349289454001497,50,7,imm3,rnr,1,50,15.0,5.0,10.0
0,0.31216,0.0028122522522522524,15608,34036.0,34392.0,0.18572992527012233,50,0,5500,0.009009009009009009,7.522882882882883,0.0,7.888888888888889,50,7,imm3,rnr,1,50,40.0,10.0,10.0
1,0.27769999999999995,0.0024870141500985135,13885,35997.0,36115.0,0.16145912066700002,50,0,5533,0.008955758552749419,7.414114275479133,0.0,7.827683615819209,50,7,imm3,rnr,1,50,40.0,10.0,10.0
2,0.32899999999999996,0.002923924635620334,16450,33477.0,33550.0,0.1970602680977994,50,0,5576,0.008887308922858158,7.455563455385709,0.0,7.730574471800244,50,7,imm3,rnr,1,50,40.0,10.0,10.0
3,0.32596,0.0030990682639285036,16298,33631.0,33702.0,0.1948798890363621,50,0,5209,0.009507510933637574,7.747860810039931,0.0,8.342301943198803,50,7,imm3,rnr,1,50,40.0,10.0,10.0
4,0.32565999999999995,0.00327362283876156,16283,33717.0,33717.0,0.19450051960772602,50,0,4924,0.010052271813429835,8.70345798150382,0.0,8.895111814763506,50,7,imm3,rnr,1,50,40.0,10.0,10.0
5,0.29442,0.002501019367991845,14721,35080.0,35279.0,0.17302538787023977,50,0,5836,0.008494733265375467,6.888549099558274,0.0,7.347245409015025,50,7,imm3,rnr,1,50,40.0,10.0,10.0
6,0.32184,0.0031289130857476183,16092,33480.0,33908.0,0.19276473406804026,50,0,5093,0.009721952167995334,7.809255298463931,0.0,8.489466691971911,50,7,imm3,rnr,1,50,40.0,10.0,10.0
7,0.34763999999999995,0.0036802879525725174,17382,32602.0,32618.0,0.21043074017578267,50,0,4673,0.010586491636671608,9.151598560237137,0.0,9.451505016722408,50,7,imm3,rnr,1,50,40.0,10.0,10.0
8,0.31348,0.002746451725950587,15674,34286.0,34326.0,0.18596208148446955,50,0,5657,0.008761170492377781,7.318906605922551,0.0,7.631106507854307,50,7,imm3,rnr,1,50,40.0,10.0,10.0
9,0.33498275,0.003199453199617956,16753,33129.0,33247.0,0.2015301519325386,50,0,5185,0.009551098376313277,7.449665711556829,0.0,8.3562874251497,50,7,imm3,rnr,1,50,40.0,10.0,10.0
0,0.31214,0.0028130857966834895,15607,34036.0,34393.0,0.18571802560807274,50,0,5498,0.009012256669069935,7.451514059120404,0.0,7.880994671403197,50,7,imm3,rnr,1,50,90.0,15.0,10.0
1,0.27769999999999995,0.0024821237039685377,13885,35997.0,36115.0,0.16145912066700002,50,0,5544,0.00893814801573114,7.43618162316768,0.0,7.812125484666901,50,7,imm3,rnr,1,50,90.0,15.0,10.0
2,0.32899999999999996,0.0029244444444444444,16450,33477.0,33550.0,0.1970602680977994,50,0,5575,0.008888888888888889,7.438755555555556,0.0,7.736676568233444,50,7,imm3,rnr,1,50,90.0,15.0,10.0
3,0.32587999999999995,0.003096541239072596,16294,33650.0,33706.0,0.1947878063359235,50,0,5212,0.009502090459901177,7.7592170277461046,0.0,8.324878776575904,50,7,imm3,rnr,1,50,90.0,15.0,10.0
4,0.32565999999999995,0.003288830539284993,16283,33717.0,33717.0,0.19450051960772602,50,0,4901,0.010098969905069683,8.743890123207432,0.0,8.948269001193792,50,7,imm3,rnr,1,50,90.0,15.0,10.0
5,0.29442,0.002497624703087886,14721,35096.0,35279.0,0.17299285512832566,50,0,5844,0.00848320325755005,6.864608076009501,0.0,7.333333333333333,50,7,imm3,rnr,1,50,90.0,15.0,10.0
6,0.32184,0.003130739299610895,16092,33480.0,33908.0,0.19276473406804026,50,0,5090,0.009727626459143969,7.849805447470817,0.0,8.4948727687049,50,7,imm3,rnr,1,50,90.0,15.0,10.0
7,0.34763999999999995,0.0036802879525725174,17382,32602.0,32618.0,0.21043074017578267,50,0,4673,0.010586491636671608,9.151598560237137,0.0,9.451505016722408,50,7,imm3,rnr,1,50,90.0,15.0,10.0
8,0.31348,0.00274548957785952,15674,34286.0,34326.0,0.18596208148446955,50,0,5659,0.008758101243650377,7.301629006831319,0.0,7.629616845012081,50,7,imm3,rnr,1,50,90.0,15.0,10.0
9,0.33348,0.0031838839029978997,16674,33060.0,33326.0,0.20074644835058994,50,0,5187,0.009547450830628221,7.389726942906244,0.0,8.354536950420954,50,7,imm3,rnr,1,50,90.0,15.0,10.0
0,0.31172,0.002806771114712768,15586,34058.0,34414.0,0.1854195912346237,50,0,5503,0.009004141905276427,7.49900954439042,0.0,7.8841506751954515,50,7,imm3,rnr,1,50,40.0,5.0,30.0
1,0.27769999999999995,0.0024901362984218077,13885,35997.0,36115.0,0.16145912066700002,50,0,5526,0.008967001434720229,7.4087159253945485,0.0,7.841732979664014,50,7,imm3,rnr,1,50,40.0,5.0,30.0
2,0.32899999999999996,0.002920291141487662,16450,33477.0,33550.0,0.1970602680977994,50,0,5583,0.008876264867743653,7.444345819279247,0.0,7.722958827634334,50,7,imm3,rnr,1,50,40.0,5.0,30.0
3,0.32548,0.0030927404028886353,16274,33670.0,33726.0,0.19450221106728816,50,0,5212,0.009502090459901177,7.77404028886355,0.0,8.33184023889511,50,7,imm3,rnr,1,50,40.0,5.0,30.0
4,0.32565999999999995,0.0032677102147300823,16283,33717.0,33717.0,0.19450051960772602,50,0,4933,0.010034115994380895,8.689544451133855,0.0,8.887284951552303,50,7,imm3,rnr,1,50,40.0,5.0,30.0
5,0.29074,0.0024726994386800477,14537,35271.0,35463.0,0.17047999906181469,50,0,5829,0.008504847763225038,6.861541078414696,0.0,7.358408559010364,50,7,imm3,rnr,1,50,40.0,5.0,30.0
6,0.32184,0.0031289130857476183,16092,33478.0,33908.0,0.19276935240422627,50,0,5093,0.009721952167995334,7.814699591678009,0.0,8.485866059571238,50,7,imm3,rnr,1,50,40.0,5.0,30.0
7,0.34763999999999995,0.003675618524000846,17382,32602.0,32618.0,0.21043074017578267,50,0,4679,0.010573059843518714,9.143370691478113,0.0,9.431879824744419,50,7,imm3,rnr,1,50,40.0,5.0,30.0
8,0.31348,0.0027474145486415425,15674,34286.0,34326.0,0.18596208148446955,50,0,5655,0.008764241893076249,7.285013146362839,0.0,7.628127696289905,50,7,imm3,rnr,1,50,40.0,5.0,30.0
9,0.33360274999999995,0.0031814109288575243,16684,33066.0,33316.0,0.2008523342883972,50,0,5193,0.009536524890329964,7.4634751096700365,0.0,8.345794392523365,50,7,imm3,rnr,1,50,40.0,5.0,30.0
0,0.31216,0.0028117456314177627,15608,34036.0,34392.0,0.18572992527012233,50,0,5501,0.009007386056566384,7.503512880562061,0.0,7.887308922858159,50,7,imm3,rnr,1,50,90.0,10.0,10.0
1,0.27769999999999995,0.00248523357794881,13885,35997.0,36115.0,0.16145912066700002,50,0,5537,0.008949346697691068,7.454089851440845,0.0,7.829242450997705,50,7,imm3,rnr,1,50,90.0,10.0,10.0
2,0.32899999999999996,0.002916666666666667,16450,33477.0,33550.0,0.1970602680977994,50,0,5590,0.008865248226950355,7.428723404255319,0.0,7.7032201914708445,50,7,imm3,rnr,1,50,90.0,10.0,10.0
3,0.32587999999999995,0.003096541239072596,16294,33650.0,33706.0,0.1947878063359235,50,0,5212,0.009502090459901177,7.7592170277461046,0.0,8.33184023889511,50,7,imm3,rnr,1,50,90.0,10.0,10.0
4,0.32565999999999995,0.0032716495881052843,16283,33717.0,33717.0,0.19450051960772602,50,0,4927,0.010046212577858147,8.710468153506127,0.0,8.899029895070283,50,7,imm3,rnr,1,50,90.0,10.0,10.0
5,0.29435999999999996,0.0025005096839959226,14718,35108.0,35282.0,0.17293321426892888,50,0,5836,0.008494733265375467,6.921508664627931,0.0,7.351428094204109,50,7,imm3,rnr,1,50,90.0,10.0,10.0
6,0.32184,0.003127089001165954,16092,33478.0,33908.0,0.19276935240422627,50,0,5096,0.00971628449280995,7.803342401865526,0.0,8.480470231323473,50,7,imm3,rnr,1,50,90.0,10.0,10.0
7,0.34763999999999995,0.003670960929250264,17382,32602.0,32618.0,0.21043074017578267,50,0,4685,0.010559662090813094,9.128405491024287,0.0,9.418837257762034,50,7,imm3,rnr,1,50,90.0,10.0,10.0
8,0.31348,0.00274548957785952,15674,34286.0,34326.0,0.18596208148446955,50,0,5659,0.008758101243650377,7.3084603258013665,0.0,7.631106507854307,50,7,imm3,rnr,1,50,90.0,10.0,10.0
9,0.33360274999999995,0.003183232347328244,16684,33066.0,33316.0,0.2008523342883972,50,0,5190,0.009541984732824428,7.462595419847328,0.0,8.3562874251497,50,7,imm3,rnr,1,50,90.0,10.0,10.0
0,0.31216,0.00280820439006837,15608,34036.0,34392.0,0.18572992527012233,50,0,5508,0.008996041741633681,7.520510975170925,0.0,7.871540099361249,50,7,imm3,rnr,1,50,40.0,10.0,30.0
1,0.27769999999999995,0.002488797275497401,13885,35997.0,36115.0,0.16145912066700002,50,0,5529,0.008962179602079226,7.393260440939237,0.0,7.829242450997705,50,7,imm3,rnr,1,50,40.0,10.0,30.0
2,0.32899999999999996,0.0029244444444444444,16450,33477.0,33550.0,0.1970602680977994,50,0,5575,0.008888888888888889,7.440711111111111,0.0,7.739730816290859,50,7,imm3,rnr,1,50,40.0,10.0,30.0
3,0.32586000000000004,0.0030945868945868944,16293,33650.0,33707.0,0.19477585176329945,50,0,5215,0.00949667616334283,7.786324786324786,0.0,8.324878776575904,50,7,imm3,rnr,1,50,40.0,10.0,30.0
4,0.32565999999999995,0.003272964824120603,16283,33717.0,33717.0,0.19450051960772602,50,0,4925,0.010050251256281407,8.684422110552763,0.0,8.889240506329115,50,7,imm3,rnr,1,50,40.0,10.0,30.0
5,0.29042,0.002465365025466893,14521,35287.0,35479.0,0.17026041483461724,50,0,5840,0.008488964346349746,6.854668930390492,0.0,7.3361120373457815,50,7,imm3,rnr,1,50,40.0,10.0,30.0
6,0.32184,0.003130739299610895,16092,33480.0,33908.0,0.19276473406804026,50,0,5090,0.009727626459143969,7.819066147859922,0.0,8.502090459901178,50,7,imm3,rnr,1,50,40.0,10.0,30.0
7,0.34763999999999995,0.0036795088907705335,17382,32602.0,32618.0,0.21043074017578267,50,0,4674,0.010584250635055038,9.151989839119391,0.0,9.449320794148381,50,7,imm3,rnr,1,50,40.0,10.0,30.0
8,0.31348,0.0027474145486415425,15674,34286.0,34326.0,0.18596208148446955,50,0,5655,0.008764241893076249,7.311305872042069,0.0,7.631106507854307,50,7,imm3,rnr,1,50,40.0,10.0,30.0
9,0.33354275,0.0031832673220080166,16681,33201.0,33319.0,0.2004903787214096,50,0,5189,0.00954380606986066,7.45065852261882,0.0,8.340556697179151,50,7,imm3,rnr,1,50,40.0,10.0,30.0
0,0.97528,0.97528,48764,0.0,1236.0,0.97528,50,0,0,1.0,894.3,0.88,832.3333333333334,50,5,imm3,rnr,1,190,15.0,5.0,10.0
1,0.99548,0.99548,49774,0.0,226.0,0.99548,50,0,0,1.0,816.28,0.8,756.5757575757576,50,5,imm3,rnr,1,190,15.0,5.0,10.0
2,0.99952,0.99952,49976,0.0,24.0,0.99952,50,0,0,1.0,959.48,0.96,960.5384615384615,50,5,imm3,rnr,1,190,15.0,5.0,10.0
3,0.9994,0.9994,49970,0.0,30.0,0.9994,50,0,0,1.0,920.36,0.92,891.8571428571429,50,5,imm3,rnr,1,190,15.0,5.0,10.0
4,0.9933,0.9933,49665,0.0,335.0,0.9933,50,0,0,1.0,702.96,0.68,656.8947368421053,50,5,imm3,rnr,1,190,15.0,5.0,10.0
5,0.99746,0.99746,49873,0.0,127.0,0.99746,50,0,0,1.0,822.08,0.82,780.25,50,5,imm3,rnr,1,190,15.0,5.0,10.0
6,0.98391016796875,0.98391016796875,49196,0.0,804.0,0.98392,50,0,0,1.0,884.16,0.84,861.0689655172414,50,5,imm3,rnr,1,190,15.0,5.0,10.0
7,0.9978939318847656,0.9978939318847656,49896,0.0,104.0,0.99792,50,0,0,1.0,892.72,0.88,861.0689655172414,50,5,imm3,rnr,1,190,15.0,5.0,10.0
8,0.98369513671875,0.98369513671875,49190,0.0,810.0,0.9838,50,0,0,1.0,855.36,0.84,861.0689655172414,50,5,imm3,rnr,1,190,15.0,5.0,10.0
9,0.98504,0.98504,49252,0.0,748.0,0.98504,50,0,0,1.0,807.6,0.8,703.2253521126761,50,5,imm3,rnr,1,190,15.0,5.0,10.0
0,0.99724,0.99724,49862,0.0,138.0,0.99724,50,0,0,1.0,742.34,0.74,734.2941176470588,50,7,imm3,rnr,1,90,40.0,10.0,10.0
1,0.99844,0.99844,49922,0.0,78.0,0.99844,50,0,0,1.0,840.94,0.84,745.2686567164179,50,7,imm3,rnr,1,90,40.0,10.0,10.0
2,0.99404,0.99404,49702,0.0,298.0,0.99404,50,0,0,1.0,744.02,0.74,734.2941176470588,50,7,imm3,rnr,1,90,40.0,10.0,10.0
3,0.98466,0.98466,49233,0.0,767.0,0.98466,50,0,0,1.0,652.1,0.64,616.283950617284,50,7,imm3,rnr,1,90,40.0,10.0,10.0
4,0.96586,0.96586,48293,0.0,1707.0,0.96586,50,0,0,1.0,770.42,0.7,683.931506849315,50,7,imm3,rnr,1,90,40.0,10.0,10.0
5,0.96318,0.96318,48159,0.0,1841.0,0.96318,50,0,0,1.0,667.32,0.64,656.8947368421053,50,7,imm3,rnr,1,90,40.0,10.0,10.0
6,0.9928,0.9928,49640,0.0,360.0,0.9928,50,0,0,1.0,730.48,0.72,723.6376811594203,50,7,imm3,rnr,1,90,40.0,10.0,10.0
7,0.99434,0.99434,49717,0.0,283.0,0.99434,50,0,0,1.0,719.54,0.7,693.4444444444445,50,7,imm3,rnr,1,90,40.0,10.0,10.0
8,0.97002,0.97002,48501,0.0,1499.0,0.97002,50,0,0,1.0,849.06,0.82,805.4516129032259,50,7,imm3,rnr,1,90,40.0,10.0,10.0
9,0.99638,0.99638,49819,0.0,181.0,0.99638,50,0,0,1.0,762.52,0.76,723.6376811594203,50,7,imm3,rnr,1,90,40.0,10.0,10.0
0,0.31214,0.0028085297822566134,15607,34036.0,34393.0,0.18571802560807274,50,0,5507,0.008997660608241857,7.44790354507828,0.0,7.86053517632465,50,7,imm3,rnr,1,50,40.0,15.0,30.0
1,0.27769999999999995,0.0024874596918667146,13885,35997.0,36115.0,0.16145912066700002,50,0,5532,0.00895736295234683,7.417413113579363,0.0,7.821453775582216,50,7,imm3,rnr,1,50,40.0,15.0,30.0
2,0.32899999999999996,0.002923924635620334,16450,33478.0,33550.0,0.19705790747262752,50,0,5576,0.008887308922858158,7.519729825808745,0.0,7.739730816290859,50,7,imm3,rnr,1,50,40.0,15.0,30.0
