,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,diff_con,method,data,lookBack,maxCost
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,5,60
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,5,60
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,2,80
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,2,80
2,0.973256458984375,0.973256458984375,48676,0.0,1324.0,0.97352,50,0,0,1.0,923.04,0.9,891.8571428571429,50,5,naive,RW,2,80
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,2,80
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,2,80
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,2,80
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,2,80
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,2,80
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,2,80
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,2,80
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
1,0.9999857218513489,0.9999857218513489,50000,0.0,0.0,1.0,50,0,0,1.0,996.0,0.96,924.925925925926,50,1,naive,RW,10,60
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
4,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
6,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,60
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
1,0.9999857218513489,0.9999857218513489,50000,0.0,0.0,1.0,50,0,0,1.0,996.0,0.96,924.925925925926,50,1,naive,RW,5,20
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
4,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
6,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,5,20
0,0.9753919765625,0.9753919765625,48782,0.0,1218.0,0.97564,50,0,0,1.0,926.2,0.88,861.0689655172414,50,7,naive,RW,2,80
1,0.93742190625,0.93742190625,46890,0.0,3110.0,0.9378,50,0,0,1.0,815.44,0.72,693.4444444444445,50,7,naive,RW,2,80
2,0.983,0.983,49150,0.0,850.0,0.983,50,0,0,1.0,936.0,0.92,924.925925925926,50,7,naive,RW,2,80
3,0.979969302734375,0.979969302734375,49000,0.0,1000.0,0.98,50,0,0,1.0,939.04,0.92,924.925925925926,50,7,naive,RW,2,80
4,0.9947245776367187,0.9947245776367187,49738,0.0,262.0,0.99476,50,0,0,1.0,964.28,0.96,960.5384615384615,50,7,naive,RW,2,80
5,0.96589153515625,0.96589153515625,48306,0.0,1694.0,0.96612,50,0,0,1.0,895.4,0.8,734.2941176470588,50,7,naive,RW,2,80
6,0.894119078125,0.894119078125,44725,0.0,5275.0,0.8945,50,0,0,1.0,790.0,0.7,713.2857142857143,50,7,naive,RW,2,80
7,0.9799156875,0.9799156875,49006,0.0,994.0,0.98012,50,0,0,1.0,894.92,0.88,780.25,50,7,naive,RW,2,80
8,0.97866175,0.97866175,48936,0.0,1064.0,0.97872,50,0,0,1.0,916.42,0.86,861.0689655172414,50,7,naive,RW,2,80
9,0.984912265625,0.984912265625,49248,0.0,752.0,0.98496,50,0,0,1.0,918.04,0.9,861.0689655172414,50,7,naive,RW,2,80
0,0.9753919765625,0.9753919765625,48782,0.0,1218.0,0.97564,50,0,0,1.0,926.2,0.88,861.0689655172414,50,7,naive,RW,1,80
1,0.93742190625,0.93742190625,46890,0.0,3110.0,0.9378,50,0,0,1.0,815.44,0.72,693.4444444444445,50,7,naive,RW,1,80
2,0.983,0.983,49150,0.0,850.0,0.983,50,0,0,1.0,936.0,0.92,924.925925925926,50,7,naive,RW,1,80
3,0.979969302734375,0.979969302734375,49000,0.0,1000.0,0.98,50,0,0,1.0,939.04,0.92,924.925925925926,50,7,naive,RW,1,80
4,0.9947245776367187,0.9947245776367187,49738,0.0,262.0,0.99476,50,0,0,1.0,964.28,0.96,960.5384615384615,50,7,naive,RW,1,80
5,0.96589153515625,0.96589153515625,48306,0.0,1694.0,0.96612,50,0,0,1.0,895.4,0.8,734.2941176470588,50,7,naive,RW,1,80
6,0.894119078125,0.894119078125,44725,0.0,5275.0,0.8945,50,0,0,1.0,790.0,0.7,713.2857142857143,50,7,naive,RW,1,80
7,0.9799156875,0.9799156875,49006,0.0,994.0,0.98012,50,0,0,1.0,894.92,0.88,780.25,50,7,naive,RW,1,80
8,0.97866175,0.97866175,48936,0.0,1064.0,0.97872,50,0,0,1.0,916.42,0.86,861.0689655172414,50,7,naive,RW,1,80
9,0.984912265625,0.984912265625,49248,0.0,752.0,0.98496,50,0,0,1.0,918.04,0.9,861.0689655172414,50,7,naive,RW,1,80
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,10,40
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,10,40
2,0.9548564609375,0.9548564609375,47756,0.0,2244.0,0.95512,50,0,0,1.0,904.64,0.86,861.0689655172414,50,5,naive,RW,10,40
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,10,40
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,10,40
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,10,40
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,10,40
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,10,40
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,10,40
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,10,40
0,0.6253065625,0.1991422173566879,31267,18242.0,18733.0,0.45817824799976553,50,0,107,0.3184713375796178,302.52866242038215,0.03184713375796178,302.030303030303,50,5,naive,RW,2,20
1,0.56414125,0.15758135474860335,28218,21227.0,21782.0,0.3961699917166243,50,0,129,0.27932960893854747,266.08379888268155,0.01675977653631285,263.55026455026456,50,5,naive,RW,2,20
2,0.58244959375,0.1600136246565934,29125,20535.0,20875.0,0.41291557382859573,50,0,132,0.27472527472527475,265.5,0.01098901098901099,260.78010471204186,50,5,naive,RW,2,20
3,0.57856,0.1546951871657754,28928,21072.0,21072.0,0.4070238631247186,50,0,137,0.26737967914438504,266.0267379679144,0.0213903743315508,263.55026455026456,50,5,naive,RW,2,20
4,0.5810248124999999,0.16696115301724138,29054,20540.0,20946.0,0.4118797845194216,50,0,124,0.28735632183908044,273.5,0.017241379310344827,278.3296089385475,50,5,naive,RW,2,20
5,0.6210800000000001,0.1882060606060606,31054,18507.0,18946.0,0.4532967433984848,50,0,115,0.30303030303030304,296.0060606060606,0.030303030303030304,298.4011976047904,50,5,naive,RW,2,20
6,0.60256103125,0.18040749438622755,30129,19653.0,19871.0,0.4325585401920951,50,0,117,0.2994011976047904,290.79640718562877,0.023952095808383235,291.39766081871346,50,5,naive,RW,2,20
7,0.651130125,0.2034781640625,32559,17408.0,17441.0,0.4830138855922146,50,0,110,0.3125,299.20625,0.0375,293.11764705882354,50,5,naive,RW,2,20
8,0.6416,0.20303797468354431,32080,17920.0,17920.0,0.4723203769140165,50,0,108,0.31645569620253167,313.99367088607596,0.03164556962025317,305.7484662576687,50,5,naive,RW,2,20
9,0.60746,0.19469871794871796,30373,19517.0,19627.0,0.43691471150941497,50,0,106,0.32051282051282054,308.38461538461536,0.038461538461538464,305.7484662576687,50,5,naive,RW,2,20
0,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
1,0.9999857218513489,0.9999857218513489,50000,0.0,0.0,1.0,50,0,0,1.0,996.0,0.96,924.925925925926,50,1,naive,RW,10,40
2,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
4,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
6,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
8,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
9,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,1,naive,RW,10,40
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,5,40
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,5,40
2,0.9548564609375,0.9548564609375,47756,0.0,2244.0,0.95512,50,0,0,1.0,904.64,0.86,861.0689655172414,50,5,naive,RW,5,40
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,5,40
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,5,40
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,5,40
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,5,40
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,5,40
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,5,40
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,5,40
0,0.9753919765625,0.9753919765625,48782,0.0,1218.0,0.97564,50,0,0,1.0,926.2,0.88,861.0689655172414,50,7,naive,RW,1,60
1,0.93742190625,0.93742190625,46890,0.0,3110.0,0.9378,50,0,0,1.0,815.44,0.72,693.4444444444445,50,7,naive,RW,1,60
2,0.983,0.983,49150,0.0,850.0,0.983,50,0,0,1.0,936.0,0.92,924.925925925926,50,7,naive,RW,1,60
3,0.979969302734375,0.979969302734375,49000,0.0,1000.0,0.98,50,0,0,1.0,939.04,0.92,924.925925925926,50,7,naive,RW,1,60
4,0.9947245776367187,0.9947245776367187,49738,0.0,262.0,0.99476,50,0,0,1.0,964.28,0.96,960.5384615384615,50,7,naive,RW,1,60
5,0.96589153515625,0.96589153515625,48306,0.0,1694.0,0.96612,50,0,0,1.0,895.4,0.8,734.2941176470588,50,7,naive,RW,1,60
6,0.894119078125,0.894119078125,44725,0.0,5275.0,0.8945,50,0,0,1.0,790.0,0.7,713.2857142857143,50,7,naive,RW,1,60
7,0.9799156875,0.9799156875,49006,0.0,994.0,0.98012,50,0,0,1.0,894.92,0.88,780.25,50,7,naive,RW,1,60
8,0.97866175,0.97866175,48936,0.0,1064.0,0.97872,50,0,0,1.0,916.42,0.86,861.0689655172414,50,7,naive,RW,1,60
9,0.984912265625,0.984912265625,49248,0.0,752.0,0.98496,50,0,0,1.0,918.04,0.9,861.0689655172414,50,7,naive,RW,1,60
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,2,60
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,2,60
2,0.973256458984375,0.973256458984375,48676,0.0,1324.0,0.97352,50,0,0,1.0,923.04,0.9,891.8571428571429,50,5,naive,RW,2,60
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,2,60
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,2,60
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,2,60
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,2,60
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,2,60
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,2,60
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,2,60
0,0.6253065625,0.1991422173566879,31267,18242.0,18733.0,0.45817824799976553,50,0,107,0.3184713375796178,302.52866242038215,0.03184713375796178,302.030303030303,50,5,naive,RW,3,20
1,0.56414125,0.15758135474860335,28218,21227.0,21782.0,0.3961699917166243,50,0,129,0.27932960893854747,266.08379888268155,0.01675977653631285,263.55026455026456,50,5,naive,RW,3,20
2,0.58244959375,0.1600136246565934,29125,20535.0,20875.0,0.41291557382859573,50,0,132,0.27472527472527475,266.2197802197802,0.01098901098901099,260.78010471204186,50,5,naive,RW,3,20
3,0.58694,0.15693582887700536,29347,20653.0,20653.0,0.4153680664656844,50,0,137,0.26737967914438504,266.0267379679144,0.0213903743315508,263.55026455026456,50,5,naive,RW,3,20
4,0.5832648125,0.1676048311781609,29166,20428.0,20834.0,0.4141250638950417,50,0,124,0.28735632183908044,273.5,0.017241379310344827,278.3296089385475,50,5,naive,RW,3,20
5,0.6210800000000001,0.1882060606060606,31054,18507.0,18946.0,0.4532967433984848,50,0,115,0.30303030303030304,296.0060606060606,0.030303030303030304,298.4011976047904,50,5,naive,RW,3,20
6,0.60256103125,0.18040749438622755,30129,19653.0,19871.0,0.4325585401920951,50,0,117,0.2994011976047904,290.79640718562877,0.023952095808383235,291.39766081871346,50,5,naive,RW,3,20
7,0.6539501249999999,0.2043594140625,32700,17267.0,17300.0,0.48612246718301694,50,0,110,0.3125,299.20625,0.0375,293.11764705882354,50,5,naive,RW,3,20
8,0.6416,0.2043312101910828,32080,17920.0,17920.0,0.4723203769140165,50,0,107,0.3184713375796178,315.7579617834395,0.03184713375796178,305.7484662576687,50,5,naive,RW,3,20
9,0.6147,0.19701923076923078,30735,19155.0,19265.0,0.444436410960885,50,0,106,0.32051282051282054,308.38461538461536,0.038461538461538464,305.7484662576687,50,5,naive,RW,3,20
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,3,40
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,3,40
2,0.9548564609375,0.9548564609375,47756,0.0,2244.0,0.95512,50,0,0,1.0,904.64,0.86,861.0689655172414,50,5,naive,RW,3,40
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,3,40
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,3,40
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,3,40
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,3,40
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,3,40
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,3,40
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,3,40
0,0.6210065625000001,0.19777279060509553,31052,18457.0,18948.0,0.4535986093460128,50,0,107,0.3184713375796178,302.52866242038215,0.03184713375796178,302.030303030303,50,5,naive,RW,1,20
1,0.56414125,0.15758135474860335,28218,21227.0,21782.0,0.3961699917166243,50,0,129,0.27932960893854747,266.08379888268155,0.01675977653631285,263.55026455026456,50,5,naive,RW,1,20
2,0.58244959375,0.1600136246565934,29125,20535.0,20875.0,0.41291557382859573,50,0,132,0.27472527472527475,265.5,0.01098901098901099,260.78010471204186,50,5,naive,RW,1,20
3,0.57856,0.1538723404255319,28928,21072.0,21072.0,0.4070238631247186,50,0,138,0.26595744680851063,264.6063829787234,0.02127659574468085,262.1578947368421,50,5,naive,RW,1,20
4,0.5810248124999999,0.16696115301724138,29054,20540.0,20946.0,0.4118797845194216,50,0,124,0.28735632183908044,273.5,0.017241379310344827,278.3296089385475,50,5,naive,RW,1,20
5,0.6210800000000001,0.1882060606060606,31054,18507.0,18946.0,0.4532967433984848,50,0,115,0.30303030303030304,296.0060606060606,0.030303030303030304,298.4011976047904,50,5,naive,RW,1,20
6,0.60256103125,0.18040749438622755,30129,19653.0,19871.0,0.4325585401920951,50,0,117,0.2994011976047904,290.79640718562877,0.023952095808383235,291.39766081871346,50,5,naive,RW,1,20
7,0.651130125,0.2034781640625,32559,17408.0,17441.0,0.4830138855922146,50,0,110,0.3125,299.20625,0.0375,293.11764705882354,50,5,naive,RW,1,20
8,0.64166,0.20305696202531645,32083,17917.0,17917.0,0.4723854116053418,50,0,108,0.31645569620253167,314.0126582278481,0.03164556962025317,307.641975308642,50,5,naive,RW,1,20
9,0.60514,0.1939551282051282,30257,19633.0,19743.0,0.43452098861172145,50,0,106,0.32051282051282054,308.38461538461536,0.038461538461538464,305.7484662576687,50,5,naive,RW,1,20
0,0.7612663749999999,0.33985106026785716,38070,11167.0,11930.0,0.6223944283682378,50,0,62,0.44642857142857145,436.32142857142856,0.125,437.5964912280702,50,1,naive,RW,10,10
1,0.767772859375,0.36912156700721155,38389,11611.0,11611.0,0.6230867864504716,50,0,54,0.4807692307692308,478.3269230769231,0.1346153846153846,461.962962962963,50,1,naive,RW,10,10
2,0.8448599999999999,0.485551724137931,42243,7757.0,7757.0,0.7313918659210139,50,0,37,0.5747126436781609,573.7126436781609,0.2988505747126437,573.7126436781609,50,1,naive,RW,10,10
3,0.77086,0.35360550458715595,38543,11457.0,11457.0,0.6271539450347398,50,0,59,0.45871559633027525,457.7155963302752,0.11009174311926606,457.7155963302752,50,1,naive,RW,10,10
4,0.74362,0.34426851851851853,37181,12819.0,12819.0,0.5918750696445343,50,0,58,0.46296296296296297,461.962962962963,0.1388888888888889,461.962962962963,50,1,naive,RW,10,10
5,0.7863,0.4011734693877551,39315,10685.0,10685.0,0.6478536705940513,50,0,48,0.5102040816326531,509.2040816326531,0.17346938775510204,509.2040816326531,50,1,naive,RW,10,10
6,0.82106,0.4189081632653061,41053,8947.0,8947.0,0.6964391741734101,50,0,48,0.5102040816326531,509.2040816326531,0.1836734693877551,509.2040816326531,50,1,naive,RW,10,10
7,0.7673,0.34563063063063065,38365,11635.0,11635.0,0.6224547740731727,50,0,61,0.45045045045045046,449.45045045045043,0.12612612612612611,449.45045045045043,50,1,naive,RW,10,10
8,0.7373799999999999,0.3206,36869,13131.0,13131.0,0.5840078566789692,50,0,65,0.43478260869565216,433.7826086956522,0.11304347826086956,433.7826086956522,50,1,naive,RW,10,10
9,0.80576,0.3873846153846154,40288,9712.0,9712.0,0.6747052518756699,50,0,54,0.4807692307692308,479.7692307692308,0.15384615384615385,479.7692307692308,50,1,naive,RW,10,10
0,0.99984,0.99984,49992,0.0,8.0,0.99984,50,0,0,1.0,997.32,0.96,924.925925925926,50,3,naive,RW,1,40
1,0.9980681301269532,0.9980681301269532,49912,0.0,88.0,0.99824,50,0,0,1.0,969.68,0.92,891.8571428571429,50,3,naive,RW,1,40
2,0.977604623046875,0.977604623046875,48882,0.0,1118.0,0.97764,50,0,0,1.0,944.92,0.92,924.925925925926,50,3,naive,RW,1,40
3,0.9554349375,0.9554349375,47774,0.0,2226.0,0.95548,50,0,0,1.0,954.4,0.88,891.8571428571429,50,3,naive,RW,1,40
4,0.962356765625,0.962356765625,48168,0.0,1832.0,0.96336,50,0,0,1.0,902.76,0.84,805.4516129032259,50,3,naive,RW,1,40
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,naive,RW,1,40
6,0.9760568671875,0.9760568671875,48808,0.0,1192.0,0.97616,50,0,0,1.0,903.04,0.88,891.8571428571429,50,3,naive,RW,1,40
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,naive,RW,1,40
8,0.97705662109375,0.97705662109375,48858,0.0,1142.0,0.97716,50,0,0,1.0,962.26,0.9,861.0689655172414,50,3,naive,RW,1,40
9,0.981321224609375,0.981321224609375,49080,0.0,920.0,0.9816,50,0,0,1.0,935.08,0.9,734.2941176470588,50,3,naive,RW,1,40
0,0.99984,0.99984,49992,0.0,8.0,0.99984,50,0,0,1.0,997.32,0.96,924.925925925926,50,3,naive,RW,1,60
1,0.9980681301269532,0.9980681301269532,49912,0.0,88.0,0.99824,50,0,0,1.0,969.68,0.92,891.8571428571429,50,3,naive,RW,1,60
2,0.977604623046875,0.977604623046875,48882,0.0,1118.0,0.97764,50,0,0,1.0,944.92,0.92,924.925925925926,50,3,naive,RW,1,60
3,0.9554349375,0.9554349375,47774,0.0,2226.0,0.95548,50,0,0,1.0,954.4,0.88,891.8571428571429,50,3,naive,RW,1,60
4,0.962356765625,0.962356765625,48168,0.0,1832.0,0.96336,50,0,0,1.0,902.76,0.84,805.4516129032259,50,3,naive,RW,1,60
5,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,naive,RW,1,60
6,0.9760568671875,0.9760568671875,48808,0.0,1192.0,0.97616,50,0,0,1.0,903.04,0.88,891.8571428571429,50,3,naive,RW,1,60
7,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,3,naive,RW,1,60
8,0.97705662109375,0.97705662109375,48858,0.0,1142.0,0.97716,50,0,0,1.0,962.26,0.9,861.0689655172414,50,3,naive,RW,1,60
9,0.981321224609375,0.981321224609375,49080,0.0,920.0,0.9816,50,0,0,1.0,935.08,0.9,734.2941176470588,50,3,naive,RW,1,60
0,0.984173142578125,0.984173142578125,49212,0.0,788.0,0.98424,50,0,0,1.0,924.12,0.9,861.0689655172414,50,5,naive,RW,10,80
1,0.979761783203125,0.979761783203125,49002,0.0,998.0,0.98004,50,0,0,1.0,936.88,0.92,861.0689655172414,50,5,naive,RW,10,80
2,0.973256458984375,0.973256458984375,48676,0.0,1324.0,0.97352,50,0,0,1.0,923.04,0.9,891.8571428571429,50,5,naive,RW,10,80
3,1.0,1.0,50000,0.0,0.0,1.0,50,0,0,1.0,999.0,1.0,999.0,50,5,naive,RW,10,80
4,0.9866496357421874,0.9866496357421874,49338,0.0,662.0,0.98676,50,0,0,1.0,932.44,0.92,924.925925925926,50,5,naive,RW,10,80
5,0.98496,0.98496,49248,0.0,752.0,0.98496,50,0,0,1.0,974.04,0.96,960.5384615384615,50,5,naive,RW,10,80
6,0.986813884765625,0.986813884765625,49346,0.0,654.0,0.98692,50,0,0,1.0,932.2,0.92,924.925925925926,50,5,naive,RW,10,80
7,0.9842398046875,0.9842398046875,49236,0.0,764.0,0.98472,50,0,0,1.0,894.44,0.88,832.3333333333334,50,5,naive,RW,10,80
8,0.9960460454101563,0.9960460454101563,49808,0.0,192.0,0.99616,50,0,0,1.0,962.96,0.96,960.5384615384615,50,5,naive,RW,10,80
9,0.9762704375,0.9762704375,48822,0.0,1178.0,0.97644,50,0,0,1.0,906.12,0.88,891.8571428571429,50,5,naive,RW,10,80
0,0.99984,0.99984,49992,0.0,8.0,0.99984,50,0,0,1.0,997.32,0.96,924.925925925926,50,3,naive,RW,1,80
1,0.9980681301269532,0.9980681301269532,49912,0.0,88.0,0.99824,50,0,0,1.0,969.68,0.92,891.8571428571429,50,3,naive,RW,1,80
2,0.977604623046875,0.977604623046875,48882,0.0,1118.0,0.97764,50,0,0,1.0,944.92,0.92,924.925925925926,50,3,naive,RW,1,80
